Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Frailty and Functional Status in Older Liver Transplant Patients,NIA,8768418,1K23AG048337-01,1,K23,AG,48337,1,,,9956988,"LAI, JENNIFER C.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,148652,
Endotoxin; the airway transcriptome; and obstructive lung disease,NIEHS,8617465,1K23ES023700-01,1,K23,ES,23700,1,,,10407458,"LAI, PEGGY SUE",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2013,153360,
Inflammation; Fibrosis and End-Organ Disease in HIV-Infected Adults,NIAID,8790399,1K23AI110532-01A1,1,K23,AI,110532,1,A1,,9525824,"LAKE, JORDAN E",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2014,189108,
Delirium Evaluation in the Emergency Department for Seniors (DEEDS),NIA,8581143,1K23AG043498-01A1,1,K23,AG,43498,1,A1,,11263620,"LAMANTIA, MICHAEL ANDREW",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2014,138603,
Elucidating how intracellular bacterial pathogens hijack host intercellular communication to promote spread,NIGMS,8949150,1K99GM115765-01,1,K99,GM,115765,1,,,8304043,"LAMASON, REBECCA L",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY, ,2015,90000,
Multidisciplinary K12 Urologic Research (KURe) Career Development Program,NIDDK,8588762,2K12DK083014-06,2,K12,DK,83014,6,,,7354308,"LAMB, DOLORES JEAN",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2013,195700,
Serotonin 1A Receptor PET Imaging and SSRI Outcome in Bipolar Depression,NIMH,8805715,1K23MH105688-01,1,K23,MH,105688,1,,,11434357,"LAN, MARTIN JOSEPH",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2014,180360,
The role of epigenetic heterogeneity in CLL evolution,NIEHS,8829978,1K01ES025431-01,1,K01,ES,25431,1,,,10910623,"LANDAU, DAN ",Not Applicable,DANA-FARBER CANCER INST, ,2014,187424,
Targeting Chromatin Modifications in Leukemia with Trisomy 21,NCI,8617463,1K08CA181340-01,1,K08,CA,181340,1,,,10504721,"LANE, ANDREW A",Not Applicable,DANA-FARBER CANCER INST, ,2014,155991,
Personalizing Treatment through Shared Decision-Making for Youth Psychotherapy,NIMH,8700083,1K23MH101238-01A1,1,K23,MH,101238,1,A1,,8627959,"LANGER, DAVID A",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2014,166176,
Epigenetic alterations in oral rinse as biomarkers of oral and pharyngeal cancer,NCI,8581752,1K22CA172358-01A1,1,K22,CA,172358,1,A1,,10843596,"LANGEVIN, SCOTT M",Not Applicable,UNIVERSITY OF CINCINNATI, ,2013,103107,
Harnessing microRNAs to explore influenza virus immunity,NIAID,8821743,1K22AI110581-01A1,1,K22,AI,110581,1,A1,,9467089,"LANGLOIS, RYAN ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2015,162000,
Role of LIPL-4 in lysosomal lipolysis and aging,NIA,8509547,1K99AG042494-01A1,1,K99,AG,42494,1,A1,,10310629,"LAPIERRE, LOUIS RENE",Not Applicable,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE, ,2013,129870,
The Role of Androgen in Sexual Differentiation of the Urethra,NIDDK,8869596,1K01DK105077-01,1,K01,DK,105077,1,,,10874891,"LARKINS, CHRISTINE E",Not Applicable,UNIVERSITY OF FLORIDA, ,2015,120111,
Role of poly (ADP-ribose) polymerase 1 (PARP-1) in experimental colitis,NIDDK,8564780,1K01DK099268-01,1,K01,DK,99268,1,,,11202442,"LARMONIER, CLAIRE ",Not Applicable,UNIVERSITY OF ARIZONA, ,2013,114852,
Primary Care-Based Physical Activity for Diabetic Latinas,NIDDK,8679789,1K01DK101650-01,1,K01,DK,101650,1,,,10984848,"LARSEN, BRITTA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2014,140623,
Studying the Physiological Role of Nuak1 in Tau Pathogenesis,NINDS,8947460,1K22NS092688-01,1,K22,NS,92688,1,,,11382558,"LASAGNA-REEVES, CRISTIAN ",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2015,94573,
Immune dysregulation and kidney disease after hematopoietic cell transplant,NIDDK,8890508,1K23DK101600-01A1,1,K23,DK,101600,1,A1,,10992056,"LASKIN, BENJAMIN LEWIS",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2015,173167,
The PKCepsilon-regulated oncogenic and tumor suppressor roles of ATF2 in melanoma,NCI,8581977,1K99CA172705-01A1,1,K99,CA,172705,1,A1,,9319975,"LAU, ERIC KIRK",Not Applicable,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE, ,2013,107838,
Develop Patient Centered Outcomes Scholars for Comparative Effectiveness Research,AHRQ,8703218,1K12HS022998-01,1,K12,HS,22998,1,,,1860460,"LAU, JOSEPH ",Not Applicable,BROWN UNIVERSITY, ,2014,512511,
Affective and Neurocognitive Dimensions across Eating Disorder Psychopathology,NIMH,8698585,1K23MH101342-01A1,1,K23,MH,101342,1,A1,,10973283,"LAVENDER, JASON M",Not Applicable,SANFORD RESEARCH NORTH, ,2014,137947,
EMBRYONIC-DERIVED MACROPHAGES IN CORONARY DEVELOPMENT AND ADULT CORONARY GROWTH,NHLBI,8749954,1K08HL123519-01,1,K08,HL,123519,1,,,11433979,"LAVINE, KORY J.",Not Applicable,WASHINGTON UNIVERSITY, ,2014,125542,
Psychosocial and Family Risk in Pediatric Chronic Migraine,NINDS,9032861,1K23NS089966-01A1,1,K23,NS,89966,1,A1,,8866647,"LAW, EMILY F",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,2015,139238,
Acetylcholinergic Neurotransmission During Aging,NIA,8967731,1K01AG049055-01A1,1,K01,AG,49055,1,A1,,10462960,"LAWAL, HAKEEM O",Not Applicable,DELAWARE STATE UNIVERSITY, ,2015,139140,
Functional Analysis of LncRNAs in Epithelial Ovarian Cancer,NCI,8679875,1K99CA184415-01,1,K99,CA,184415,1,,,10913488,"LAWRENSON, KATE ",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2014,96955,
IDENTIFYING SIGNATURES OF IMPRINTING EFFECTS ASSOCIATED WITH OBESITY AND T2D,NIDDK,8509445,1K01DK095003-01A1,1,K01,DK,95003,1,A1,,9797564,"LAWSON, HEATHER A.",Not Applicable,WASHINGTON UNIVERSITY, ,2013,122986,
Nitric oxide coupling and BH4 availability roles in muscle dysfunction with COPD,NHLBI,8804403,1K99HL125756-01,1,K99,HL,125756,1,,,12145069,"LAYEC, GWENAEL ",Not Applicable,UNIVERSITY OF UTAH, ,2015,138780,
Ethical Legal and Social Implications of Translational Psychiatric Genomics Research,NHGRI,8957341,1K99HG008689-01,1,K99,HG,8689,1,,,9563466,"LAZARO-MUNOZ, GABRIEL ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2015,85099,
Utilization of Phytochemicals to Ameliorate Fructose-Induced Fatty Liver through,NCCAM,8768130,1K01AT007926-01A1,1,K01,AT,7926,1,A1,,9139107,"LE, MYPHUONG T",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2014,130680,
Dysregulated Mineral Metabolism and Acute Kidney Injury,NIDDK,8948821,1K23DK106448-01,1,K23,DK,106448,1,,,11453894,"LEAF, DAVID EVAN",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2015,186240,
Chronobiology and Chronopharmacology to Prevent Sickle Cell Nephropathy,NHLBI,8867424,1K23HL127100-01,1,K23,HL,127100,1,,,11118002,"LEBENSBURGER, JEFFREY D",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2015,154296,
Explanatory Clinical Trial of a Novel Parent Intervention for Childhood Anxiety,NIMH,8822028,1K23MH103555-01A1,1,K23,MH,103555,1,A1,,11618942,"LEBOWITZ, ELI ",Not Applicable,YALE UNIVERSITY, ,2014,174727,
San Antonio Biomedical Education and Research,NIGMS,8757333,1K12GM111726-01,1,K12,GM,111726,1,,,1880305,"LECHLEITER, JAMES D ","MCMANUS, LINDA M.;OYAJOBI, BABATUNDE OLUKAYODE",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER, ,2015,373701,
Regulation Mechanisms of Thyroid Hormone Receptors in the Heart,NHLBI,8615379,1K01HL120886-01,1,K01,HL,120886,1,,,8530739,"LEDEE, DOLENA ROSELLE",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,2014,123365,
Novel combination therapies in the treatment of osteoporosis,NIAMS,8867791,1K24AR067847-01,1,K24,AR,67847,1,,,2052786,"LEDER, BENJAMIN Z",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,186976,
Characterization of Homeostatic Regulators Disrupted in Epidermal Neoplasia,NIAMS,8562474,1K08AR064732-01,1,K08,AR,64732,1,,,9704235,"LEE, CAROLYN S.",Not Applicable,STANFORD UNIVERSITY, ,2013,125604,
The ocular surface microbiome in potentially infectious ophthalmic disease,NEI,8803994,1K23EY024921-01,1,K23,EY,24921,1,,,12089902,"LEE, CECILIA SUNGMIN",Not Applicable,UNIVERSITY OF WASHINGTON, ,2015,171460,
Modeling p53 Mutant-Associated Cancer With LFS Patient-Derived iPSCs,NCI,8618295,1K99CA181496-01,1,K99,CA,181496,1,,,11718725,"LEE, DUNG-FANG ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2014,101360,
Big data convergence of pathology and omics for disease prognosis,NIEHS,9044354,1K01ES026841-01,1,K01,ES,26841,1,,,10878661,"LEE, GEORGE ",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2015,80841,
Biological Significance of Protamine/Heparin Antibodies,NHLBI,8868489,1K08HL127183-01,1,K08,HL,127183,1,,,10887502,"LEE, GRACE MING",Not Applicable,DUKE UNIVERSITY, ,2015,127427,
Mechanism of piRNA-mediated recognition and silencing of foreign genes,NIGMS,8618669,1K99GM108866-01,1,K99,GM,108866,1,,,10371339,"LEE, HENG-CHI ",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2014,89884,
Neuronal injury after pediatric cardiac arrest; hypothermia; and rewarming,NINDS,8768053,1K08NS080984-01A1,1,K08,NS,80984,1,A1,,10725052,"LEE, JENNIFER KIM",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2014,191997,
Microscopic imaging of neuro-capillary coupling in brain cortex,NIBIB,8581609,1K99EB014879-01A1,1,K99,EB,14879,1,A1,,10923376,"LEE, JONGHWAN ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2013,90000,
Mechanisms through which protein restriction extends immunological healthspan,NIA,8767617,1K99AG046370-01A1,1,K99,AG,46370,1,A1,,10482834,"LEE, JUNG-EUN ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,99139,
Identifying the Receptors of Environmentally Sensitive Epoxy-Eicosanoids with AMS,NIEHS,8805755,1K99ES024806-01,1,K99,ES,24806,1,,,10476486,"LEE, KIN SING STEPHEN ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2015,66780,
Lifespan Effects of Biologically Embedded Stress on Health,NIA,8967024,1K08AG048221-01A1,1,K08,AG,48221,1,A1,,8922521,"LEE, LEWINA ONYI",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,2015,127172,
Neuroimaging genetics to study social cognitive deficits in ASD and schizophrenia,NIMH,8700815,1K99MH101367-01A1,1,K99,MH,101367,1,A1,,10381321,"LEE, PHIL H.",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,118665,
Statistical Methods for Neural Mechanisms Mediating Cognitive System in Mental Health Research,NIA,8951241,1K01AG051348-01,1,K01,AG,51348,1,,,11383624,"LEE, SEONJOO ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2015,131400,
A pharmacogenomics study of HIV latency: the role of PD-1 signaling,NIGMS,8789728,1K23GM112526-01,1,K23,GM,112526,1,,,10970875,"LEE, SULGGI ANGELA",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,185976,
The Role of Src-Family Tyrosine Kinases and Srcasm in Ocular Surface Epithelial Wound Repair and Neoplasia,NEI,8950569,1K08EY025742-01,1,K08,EY,25742,1,,,8277927,"LEE, VIVIAN ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2015,211425,
iNKT cells regulate IL-4 homeostasis and autoimmunity,NIAID,8891698,1K99AI114884-01A1,1,K99,AI,114884,1,A1,,11971601,"LEE, YU-JUNG ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2015,93510,
Optimizing B-lymphocyte Therapeutic Targeting Strategies in Autoimmune Diabetes,NIDDK,8676569,1K08DK101735-01,1,K08,DK,101735,1,,,9216186,"LEETH, CAROLINE MCPHEE",Not Applicable,JACKSON LABORATORY, ,2014,42062,
Risk Factors for Injury and Illness in Seafarers,NIOSH,8756043,1K01OH010681-01,1,K01,OH,10681,1,,,11843736,"LEFKOWITZ, RAFAEL YITZHAK",Not Applicable,YALE UNIVERSITY, ,2015,108000,
Effects of Exercise on Neuronal Activity in Obese Individuals,NIDDK,8764552,1K01DK100445-01A1,1,K01,DK,100445,1,A1,,14268487,"LEGGET, KRISTINA T",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2014,138354,
Autophagy-promoting NLRX1-TUFM complex and cancer cell resistance to cetuximab,NIDCR,8818067,1K99DE024173-01A1,1,K99,DE,24173,1,A1,,11678874,"LEI, YU LEO",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2014,126792,
Conserved longevity mechanisms of the hypoxic response pathway,NIA,8699387,1K99AG045200-01A1,1,K99,AG,45200,1,A1,,8445705,"LEISER, SCOTT F",Not Applicable,UNIVERSITY OF WASHINGTON, ,2014,90000,
Identifying Patient-Centered Fall Prevention Care Processes in Hip Fracture Rehabilitation,AHRQ,8889915,1K01HS022907-01A1,1,K01,HS,22907,1,A1,,10851403,"LELAND, NATALIE ELIZABETH",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2015,143639,
Characterization of the Novel Protective Role of the Mast Cell in Colitis,OD,8765842,1K01OD019729-01,1,K01,OD,19729,1,,,11050845,"LENNON, ELIZABETH M.",Not Applicable,NORTH CAROLINA STATE UNIVERSITY RALEIGH, ,2014,126727,
Genetics of Craniofacial Disorders and Related Phenotypes,NIDCR,8866889,1K99DE025060-01,1,K99,DE,25060,1,,,10639905,"LESLIE, ELIZABETH JANE",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2015,93927,
Midcareer Investigator Award in Patient-Oriented NeuroAIDS Research,NIMH,8466639,1K24MH097673-01A1,1,K24,MH,97673,1,A1,,2106807,"LETENDRE, SCOTT L",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2013,184743,
Role of LncRNAs in diabetic livers,NIDDK,8868311,1K01DK104993-01,1,K01,DK,104993,1,,,11230213,"LEUNG, AMY Y",Not Applicable,BECKMAN RESEARCH INSTITUTE/CITY OF HOPE, ,2015,155076,
Understanding the risk of obesity in food-insecure children: the hidden role of stress,NICHD,8949628,1K99HD084758-01,1,K99,HD,84758,1,,,10602020,"LEUNG, CINDY ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,134730,
Magnetic resonance imaging and spectroscopy biomarkers for facioscapulohumeral muscular dystrophy,NINDS,8866962,1K23NS091379-01,1,K23,NS,91379,1,,,10662215,"LEUNG, DORIS G",Not Applicable,HUGO W. MOSER RES INST KENNEDY KRIEGER, ,2015,176478,
Understanding Appendage Regeneration in Mice,NIAMS,8751758,1K08AR066661-01,1,K08,AR,66661,1,,,3107782,"LEUNG, THOMAS H.",Not Applicable,STANFORD UNIVERSITY, ,2014,93242,
Factors Associated to Poor Mobility in Older Adults with Schizophrenia,NIA,8634467,1K23AG044438-01A1,1,K23,AG,44438,1,A1,,10208197,"LEUTWYLER, HEATHER CHRISTINE",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,157597,
Neuronal Oscillations and Dysregulated Motor Learning in Parkinsonian Rats,NINDS,8508342,1K08NS072183-01A1,1,K08,NS,72183,1,A1,,1952808,"LEVENTHAL, DANIEL K",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2013,187380,
The Role of Autophagy in LPS-Induced Acute Kidney Injury,NIDDK,8442005,1K08DK090217-01A1,1,K08,DK,90217,1,A1,,10386736,"LEVENTHAL, JEREMY SETH",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2013,151069,
Novel Pathway and Prevention Strategy for Heterotopic Ossification,NIGMS,8618323,1K08GM109105-01,1,K08,GM,109105,1,,,9544649,"LEVI, BENJAMIN ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,196160,
Substance Abuse Treatment Development and Clinical Research Mentoring,NIDA,8965755,2K24DA029647-06,2,K24,DA,29647,6,,,1866589,"LEVIN, FRANCES RUDNICK",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2015,173526,
Optic neuritis in aquaporin-4-IgG seropositive neuromyelitis optica,NEI,8617501,1K08EY023981-01,1,K08,EY,23981,1,,,8905418,"LEVIN, MARC ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,224852,
Evolutionary and functional diversification of chromatin proteins,NIGMS,8567656,1K99GM107351-01,1,K99,GM,107351,1,,,10199354,"LEVINE, MIA TAUNA",Not Applicable,FRED HUTCHINSON CANCER RESEARCH CENTER, ,2013,90000,
Cerebral cortical influences on the stomach,NIDDK,8679605,1K08DK101756-01,1,K08,DK,101756,1,,,6780208,"LEVINTHAL, DAVID J",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2014,147625,
Addressing Barriers to Retention in HIV Care for Hispanic Immigrants,NIMH,8659569,1K23MH100978-01A1,1,K23,MH,100978,1,A1,,10481653,"LEVISON, JULIE ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,186192,
Motivations for Momentary Alcohol Use in Romantic Relationships,NIAAA,8424130,1K01AA021769-01,1,K01,AA,21769,1,,,10729513,"LEVITT, ASHLEY ",Not Applicable,STATE UNIVERSITY OF NEW YORK AT BUFFALO, ,2013,118678,
Opioid effects on respiratory-controlling pontine neurons,NIDA,8878125,1K99DA038069-01A1,1,K99,DA,38069,1,A1,,8429397,"LEVITT, ERICA SAWYER",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY, ,2015,89515,
Impacts of Human Movement on Regional Strain Distribution of Diarrheagenic E.coli,NIAID,8581366,1K01AI103544-01A1,1,K01,AI,103544,1,A1,,10376644,"LEVY, KAREN ",Not Applicable,EMORY UNIVERSITY, ,2013,131009,
immunopathogenesis of NMO-IgG and AQP4-specific T cells in neuromyelitis optica,NINDS,8509867,1K08NS078555-01A1,1,K08,NS,78555,1,A1,,9418604,"LEVY, MICHAEL ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,193023,
HIV-1 Modulation of the Ubiquitinome and Its Effects on Cell-to-Cell Transmission,NIAID,8845844,1K08AI112394-01A1,1,K08,AI,112394,1,A1,,11055711,"LEWINSKI, MARY KATHLEEN",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2015,188849,
Effect of femoroacetabular impingement (FAI) on hip motion in young adults,NIAMS,8581757,1K23AR063235-01A1,1,K23,AR,63235,1,A1,,6795713,"LEWIS, CARA L",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2013,130680,
In vivo investigation of mitochondrial dynamics in the mouse brain,NINDS,8869236,1K99NS091526-01,1,K99,NS,91526,1,,,11152123,"LEWIS, TOMMY L",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2015,94982,
The Effects of Accountable Care Organizations on Health Care Disparities,NIA,8868320,1K01AG049914-01,1,K01,AG,49914,1,,,12269506,"LEWIS, VALERIE A",Not Applicable,DARTMOUTH COLLEGE, ,2015,130140,
Evaluating the safety and effectiveness of pediatric direct admissions to hospital,AHRQ,8949006,1K08HS024133-01,1,K08,HS,24133,1,,,11156538,"LEYENAAR, JOANNA ",Not Applicable,TUFTS MEDICAL CENTER, ,2015,151360,
Construction of Relation Detection Framework Empowered by Topic Modeling,NLM,8804480,1K99LM012021-01,1,K99,LM,12021,1,,,12012516,"LI, DING CHENG ",Not Applicable,MAYO CLINIC ROCHESTER, ,2015,93654,
4D Cortical Surface Analysis Tools for Study of Early Brain Development in Typical and High-risk Infants,NIMH,8950113,1K01MH107815-01,1,K01,MH,107815,1,,,11502142,"LI, GANG ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2015,139855,
Probing the function of translational pausing in bacterial protein synthesis,NIGMS,8487992,1K99GM105913-01,1,K99,GM,105913,1,,,10438289,"LI, GENE-WEI ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,90000,
Studying a novel regulator of GBM tumorigeneis: the role of CK2alpha in maintaini,NINDS,8618186,1K08NS085333-01,1,K08,NS,85333,1,,,8921030,"LI, GORDON ",Not Applicable,STANFORD UNIVERSITY, ,2013,179664,
Identification for Predictors of Future Diabetes - Impacts of Stress and Depression,NIDDK,9013820,1K23DK107911-01,1,K23,DK,107911,1,,,11768230,"LI, LI ",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2015,165898,
Research career advancement: Role of the SIRT1 deacetylase in maintenance of FLT3,NCI,8679747,1K99CA184411-01,1,K99,CA,184411,1,,,11807514,"LI, LING ",Not Applicable,BECKMAN RESEARCH INSTITUTE/CITY OF HOPE, ,2014,140253,
A chemical biology approach towards understanding the anti-cancer innate immunity,NCI,8804339,1K99CA190896-01,1,K99,CA,190896,1,,,10753835,"LI, LINGYIN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2015,47346,
Modifier Genes for Ectopic Mineralization,NIAMS,8699949,1K01AR064766-01A1,1,K01,AR,64766,1,A1,,10060976,"LI, QIAOLI ",Not Applicable,THOMAS JEFFERSON UNIVERSITY, ,2014,126756,
Impact of herpesvirus protein kinases on host protein modification,NIAID,8488143,1K99AI104828-01,1,K99,AI,104828,1,,,10222394,"LI, RENFENG ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,84582,
The mechanism and function of cell competition in tumors,NCI,8804073,1K22CA190440-01,1,K22,CA,190440,1,,,10780521,"LI, WEI ",Not Applicable,PENNSYLVANIA STATE UNIV HERSHEY MED CTR, ,2015,175424,
Dissect the piRNA regulatory mechanism during spermatogenesis,NICHD,8618384,1K99HD078482-01,1,K99,HD,78482,1,,,10367033,"LI, XIN ",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2014,90000,
New PET tracers for neuroimaging of FAAH in endocannabinoid signaling,NIDA,8755268,1K01DA038000-01,1,K01,DA,38000,1,,,11690559,"LIANG, STEVEN HUAN",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2014,185410,
Characterizing in situ T cell:dendritic cell networks in human lupus nephritis and renal allograft rejection,NIAMS,8949881,1K08AR068421-01,1,K08,AR,68421,1,,,11869019,"LIARSKI, VLADIMIR M",Not Applicable,UNIVERSITY OF CHICAGO, ,2015,124146,
Recombination pathway and partner choice during C. elegans meiosis,NICHD,8488057,1K99HD076165-01,1,K99,HD,76165,1,,,10409304,"LIBUDA, DIANA ELIZABETH",Not Applicable,STANFORD UNIVERSITY, ,2013,98101,
Nutrition Education for Cardiovascular Disease Prevention in Individuals with Spi,NHLBI,8616205,1K01HL120913-01,1,K01,HL,120913,1,,,10625150,"LIEBERMAN, JESSE A",Not Applicable,CAROLINAS MEDICAL CENTER, ,2014,187193,
The Development of Novel Targeted Therapy for KRAS Mutant Colorectal Cancer,NCI,8968075,1K23CA190849-01A1,1,K23,CA,190849,1,A1,,10883556,"LIEU, CHRISTOPHER HANYOUNG",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2015,170640,
Modulation of fear and safety in the basal forebrain-amygdala-prefrontal network,NIMH,8968096,1K01MH105731-01A1,1,K01,MH,105731,1,A1,,9830869,"LIKHTIK, EKATERINA ",Not Applicable,HUNTER COLLEGE, ,2015,166029,
Using Novel Behavioral Approaches to Improve Long-Term Weight Loss Outcomes,NIDDK,8580090,1K23DK097143-01A1,1,K23,DK,97143,1,A1,,8076968,"LILLIS, JASON ",Not Applicable,MIRIAM HOSPITAL, ,2013,174230,
SphK1-TRAF2-cIAP interactions in NF-kB activation; colitis and associated cancer,NCI,8753828,1K22CA187314-01,1,K22,CA,187314,1,,,9714063,"LIMA, SANTIAGO ",Not Applicable,VIRGINIA COMMONWEALTH UNIVERSITY, ,2014,148732,
Implementation Science for Intervention Delivery in Healthcare Settings,NIMH,8602995,1K01MH102147-01,1,K01,MH,102147,1,,,10134937,"LIN, CHUNQING ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2013,151729,
