NIHID	NAME	Organization	Project.Title	FY	Activity	Award Category	Source	Other.PI.or.Project.Leader.s.	Project.Number	ARRA.Indicator	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	Stats	Administering..IC	Application.ID	Type	IC	Serial.Number	Support.Year	Suffix	Subproject.Number
8866339	"PRICE-HAYWOOD, EBONI G"	Ochsner Clinic Foundation	Opioid Treatment and Recovery through a Safe Pain Management Program	2018	R01	R01Equiv	NIH	Not Applicable	1R01DA045029-01	NA	415100	NA	Include	NIDA	9422281	1	DA	45029	1		NA
10932916	"PRIOLO, CARMEN "	Brigham And Women's Hospital	Targeting Choline Phospholipid Metabolism in Lymphangioleiomyomatosis	2016	R01	R01Equiv	NIH	Not Applicable	1R01HL130336-01	NA	443750	NA	Include	NHLBI	9009781	1	HL	130336	1		NA
8730036	"PRISCIANDARO, JAMES JOSEPH"	Medical University Of South Carolina	Imaging Framework for Testing GABAergic/glutamatergic Drugs in Bipolar Alcoholics	2017	R01	R01Equiv	NIH	Not Applicable	1R01AA025365-01A1	NA	480756	NA	Include	NIAAA	9329264	1	AA	25365	1	A1	NA
1867501	"PRITCHARD, KIRKWOOD A "	Medical College Of Wisconsin	Mechanisms of Inflammation in Sickle Cell Disease	2016	R01	R01Equiv	NIH	"HILLERY, CHERYL A"	1R01HL128371-01A1	NA	520851	NA	Include	NHLBI	9103388	1	HL	128371	1	A1	NA
9570076	"PRIVETTE VINNEDGE, LISA MARIE"	Cincinnati Childrens Hosp Med Ctr	Mechanisms coupling DEK to oncogenesis	2018	R37	R01Equiv	NIH	Not Applicable	1R37CA218072-01A1	NA	363713	NA	Include	NCI	9519106	1	CA	218072	1	A1	NA
1948623	"PROKAI, KATALIN T"	University Of North Texas Hlth Sci Ctr	A Novel Neuroprotective Approach for Glaucoma	2016	R01	R01Equiv	NIH	Not Applicable	1R01EY027005-01	NA	430755	NA	Include	NEI	9160371	1	EY	27005	1		NA
1882036	"PROKAI, LASZLO  "	University Of North Texas Hlth Sci Ctr	Brain-Selective Therapy to Alleviate Hot Flushes of Prostate Cancer Patients	2017	R01	R01Equiv	NIH	"MERCHENTHALER, ISTVAN JOZSEF"	1R01CA215550-01	NA	355055	NA	Include	NCI	9288470	1	CA	215550	1		NA
10170690	"PRUITT, SANDI LEIGH"	Ut Southwestern Medical Center	Revisiting Prior Cancer as an Exclusion Criterion for Cancer Clinical Trials	2018	R01	R01Equiv	NIH	Not Applicable	1R01CA229834-01	NA	388513	NA	Include	NCI	9577339	1	CA	229834	1		NA
1868659	"PRZEDBORSKI, SERGE E"	Columbia University Health Sciences	Mechanisms of Axon Pathology in ALS	2018	R01	R01Equiv	NIH	Not Applicable	1R01NS107442-01	NA	565753	NA	Include	NINDS	9577703	1	NS	107442	1		NA
9424289	"PSAROS, CHRISTINA "	Massachusetts General Hospital	Falling off the HIV treatment cascade cliff: understanding postpartum attrition to HIV care	2017	R01	R01Equiv	NIH	Not Applicable	1R01MH112385-01A1	NA	500633	NA	Include	NIMH	9346921	1	MH	112385	1	A1	NA
1966366	"PUGLIESE, ALBERTO  "	University Of Miami School Of Medicine	Serum miRNA Biomarkers of Islet Autoimmunity	2016	R01	R01Equiv	NIH	"CAYETANO, SHARI MESSINGER;MI, QING-SHENG "	1R01AI123258-01	NA	773669	NA	Include	NIAID	9080976	1	AI	123258	1		NA
9483646	"PUKKILA-WORLEY, READ "	Univ Of Massachusetts Med Sch Worcester	An Immune Surveillance Network in C. elegans	2017	R01	R01Equiv	NIH	Not Applicable	1R01AI130289-01A1	NA	418750	NA	Include	NIAID	9398410	1	AI	130289	1	A1	NA
8549666	"PURDON, PATRICK L. "	Massachusetts General Hospital	Noninvasive Low-cost Biomarkers for Preclinical Diagnosis and Longitudinal Tracking of Alzheimer's Disease Using Sleep and Resting State EEG	2017	R01	R01Equiv	NIH	"DICKERSON, BRADFORD C;PRERAU, MICHAEL J"	1R01AG054081-01A1	NA	854981	NA	Include	NIA	9312030	1	AG	54081	1	A1	NA
8191270	"PURDY, GEORGIANA E "	Oregon Health & Science University	Metabolite modulation of Mtb regulators of cell wall biogenesis	2017	R01	R01Equiv	NIH	"YU, EDWARD W"	1R01AI123148-01A1	NA	495146	NA	Include	NIAID	9234364	1	AI	123148	1	A1	NA
10360526	"PUTLURI, NAGIREDDY  "	Baylor College Of Medicine	Identify the DNA Adduct and Associated  Metabolic Alterations in Bladder Cancer  of Smokers	2018	R01	R01Equiv	NIH	"EL-ZEIN, RANDA A"	1R01CA216426-01A1	NA	427819	NA	Include	NCI	9517175	1	CA	216426	1	A1	NA
11195659	"QI, JUN "	Dana-Farber Cancer Inst	EZH2 in cancer biology and novel inhibitors	2018	R01	R01Equiv	NIH	Not Applicable	1R01CA222218-01A1	NA	546990	NA	Include	NCI	9594347	1	CA	222218	1	A1	NA
8637655	"QIAN, ZHENG DAVID "	Oregon Health & Science University	Adaptive resistance to HIF1a inhibition in hypoxia	2016	R01	R01Equiv	NIH	Not Applicable	1R01CA207377-01	NA	352242	NA	Include	NCI	9155333	1	CA	207377	1		NA
11286487	"QIANG, LI "	Columbia University Health Sciences	PPARgamma Deacetylation in the Restoration of Metabolic Homeostasis	2018	R01	R01Equiv	NIH	Not Applicable	1R01DK112943-01A1	NA	400000	NA	Include	NIDDK	9447865	1	DK	112943	1	A1	NA
10393131	"QIN, ZHIQIANG "	Lsu Health Sciences Center	Periodontal bacteria enhance oral KSHV pathogenesis and Kaposi?s Sarcoma development in HIV+ patients	2018	R01	R01Equiv	NIH	Not Applicable	1R01CA228166-01	NA	370000	NA	Include	NCI	9539308	1	CA	228166	1		NA
6070528	"QIU, WEI QIAO WENDY "	Boston University Medical Campus	Multi-center development of a novel diagnostic test for Alzheimer's disease	2018	R01	R01Equiv	NIH	"FARLOW, MARTIN RHYS;KOWALL, NEIL W."	1R01AG059424-01	NA	1306078	NA	Include	NIA	9546183	1	AG	59424	1		NA
10522187	"QU, XIAOHUI "	Sloan-Kettering Inst Can Research	A Single-Molecule Study of Translation Initiation in S. cerevisiae	2017	R01	R01Equiv	NIH	Not Applicable	1R01GM121847-01A1	NA	402790	NA	Include	NIGMS	9330478	1	GM	121847	1	A1	NA
9407804	"QUALLS, JOSEPH E"	Cincinnati Childrens Hosp Med Ctr	L-citrulline and anti-tuberculosis host defense	2016	R01	R01Equiv	NIH	Not Applicable	1R01AI116668-01A1	NA	390000	NA	Include	NIAID	9174922	1	AI	116668	1	A1	NA
6270099	"QUARLES, CHRISTOPHER CHAD"	St. Joseph's Hospital And Medical Center	Establishing the validity of brain tumor perfusion imaging	2017	R01	R01Equiv	NIH	Not Applicable	1R01CA213158-01A1	NA	267668	NA	Include	NCI	9380884	1	CA	213158	1	A1	NA
1881044	"QUAYLE, ALISON J. "	Lsu Health Sciences Center	Consequences of vaginal microbiota on IFN?-mediated clearance of Chlamydia trachomatis	2017	R01	R01Equiv	NIH	"AIYAR, ASHOK A;TAYLOR, CHRISTOPHER MICHAEL"	1R01AI118860-01A1	NA	608095	NA	Include	NIAID	9240286	1	AI	118860	1	A1	NA
1868660	"QUESENBERRY, PETER J."	Rhode Island Hospital	Basic Aspects of Hematopoietic Stem Cells and Aging	2017	R01	R01Equiv	NIH	Not Applicable	1R01DK112808-01A1	NA	289800	NA	Include	NIDDK	9433046	1	DK	112808	1	A1	NA
9784100	"QUICK, MATTHIAS "	Columbia University Health Sciences	Molecular mechanism of nucleobase/vitamin C transporters	2016	R01	R01Equiv	NIH	Not Applicable	1R01GM119396-01	NA	435517	NA	Include	NIGMS	9127471	1	GM	119396	1		NA
7846742	"QUINTON, LEE "	Boston University Medical Campus	Liver-derived protection during pneumonia and sepsis	2017	R01	R01Equiv	NIH	Not Applicable	1R01GM120060-01A1	NA	316663	NA	Include	NIGMS	9309668	1	GM	120060	1	A1	NA
9476569	"QUIROZ, YAKEEL T."	Massachusetts General Hospital	Relationship between tau pathology and cognitive impairment in autosomal dominant Alzheimer's disease	2017	R01	R01Equiv	NIH	Not Applicable	1R01AG054671-01A1	NA	782161	NA	Include	NIA	9383621	1	AG	54671	1	A1	NA
10236512	"RAAB-GRAHAM, KIMBERLY FRANCES"	Wake Forest University Health Sciences	Molecular Mechanism of Hippocampal network excitability in a novel; in vivo model of Tuberous Sclerosis Complex	2018	R01	R01Equiv	NIH	Not Applicable	1R01NS105005-01A1	NA	335999	NA	Include	NINDS	9595759	1	NS	105005	1	A1	NA
11242775	"RABBITTS, JENNIFER "	Seattle Children's Hospital	Mechanisms of transition from acute to chronic pain in youth undergoing musculoskeletal surgery	2018	R01	R01Equiv	NIH	Not Applicable	1R01AR073780-01	NA	640542	NA	Include	NIAMS	9574881	1	AR	73780	1		NA
7367919	"RABY, BENJAMIN ALEXANDER "	Brigham And Women's Hospital	Clinical Genetics and Screening for Pulmonary Fibrosis	2016	R01	R01Equiv	NIH	"HUNNINGHAKE, GARY MATTHEW;ROSAS, IVAN O."	1R01HL130974-01	NA	877331	NA	Include	NHLBI	9021355	1	HL	130974	1		NA
9858179	"RACOWSKY, CATHERINE "	Brigham And Women's Hospital	Causes and consequences of mitochondrial dysfunction in oocytes and cumulus cells	2017	R01	R01Equiv	NIH	Not Applicable	1R01HD092550-01	NA	560047	NA	Include	NICHD	9368341	1	HD	92550	1		NA
10215229	"RADHAKRISHNAN, PRAKASH "	University Of Nebraska Medical Center	MUC16 in Pancreatic Cancer Progression and Metastasis	2017	R01	R01Equiv	NIH	Not Applicable	1R01CA208108-01A1	NA	345965	NA	Include	NCI	9311958	1	CA	208108	1	A1	NA
1859349	"RAFII, SHAHIN "	Weill Medical Coll Of Cornell Univ	Molecular Determinants of endothelial transition into engraftable hematopoietic cells	2018	R01	R01Equiv	NIH	Not Applicable	1R01HL139056-01A1	NA	704572	NA	Include	NHLBI	9473636	1	HL	139056	1	A1	NA
6717483	"RAHME, LAURENCE G"	Massachusetts General Hospital	Molecular and Metabolic inter-kingdom actions of a bacterial quorum sensing signal in promotion of host tolerance/resilience.	2018	R01	R01Equiv	NIH	Not Applicable	1R01AI134857-01	NA	698672	NA	Include	NIAID	9425035	1	AI	134857	1		NA
10468765	"RAI, KUNAL "	University Of Tx Md Anderson Can Ctr	Role of KMT2D and aberrant enhancers in modulating tumor microenvironment in melanoma	2018	R01	R01Equiv	NIH	Not Applicable	1R01CA222214-01A1	NA	366000	NA	Include	NCI	9604527	1	CA	222214	1	A1	NA
10611509	"RAJ, TOWFIQUE "	Icahn School Of Medicine At Mount Sinai	The role of peripheral myeloid cells in Alzheimers disease	2017	R01	R01Equiv	NIH	Not Applicable	1R01AG054005-01A1	NA	833701	NA	Include	NIA	9311219	1	AG	54005	1	A1	NA
7741352	"RAJAGOPAL, JAYARAJ  "	Massachusetts General Hospital	Live Imaging of Intact Airway	2018	R01	R01Equiv	NIH	"LIN, CHARLES P."	1R01HL142559-01	NA	565775	NA	Include	NHLBI	9577385	1	HL	142559	1		NA
8919068	"RAMACHANDRAN, RAMNARAYAN  "	Vanderbilt University Medical Center	Physiological Signatures and Behavioral Correlates of Hidden Hearing Loss	2018	R01	R01Equiv	NIH	"SHINNCUNNINGHAM, BARBARA "	1R01DC015988-01A1	NA	761044	NA	Include	NIDCD	9416694	1	DC	15988	1	A1	NA
7643797	"RAMAMURTHI, ANAND "	Cleveland Clinic Lerner Com-Cwru	Matrix Regenerative Nanotherapeutics for Small Abdominal Aortic Aneurysm Repair	2018	R01	R01Equiv	NIH	Not Applicable	1R01HL139662-01	NA	400000	NA	Include	NHLBI	9421286	1	HL	139662	1		NA
1859988	"RAMASAMY, RAVICHANDRAN  "	New York University School Of Medicine	RAGE/mDia1; Macrophage Trafficking and Inflammation in Regression of Diabetic Atherosclerosis	2017	R01	R01Equiv	NIH	"SCHMIDT, ANN MARIE"	1R01HL132516-01A1	NA	636632	NA	Include	NHLBI	9257767	1	HL	132516	1	A1	NA
1888764	"RAMIREZ, FRANCESCO B"	Icahn School Of Medicine At Mount Sinai	Tendon-dependent Control of Longitudinal Bone Growth	2016	R01	R01Equiv	NIH	Not Applicable	1R01AR068579-01A1	NA	372900	NA	Include	NIAMS	9112480	1	AR	68579	1	A1	NA
1897122	"RAMKUMAR, VICKRAM "	Southern Illinois University Sch Of Med	Oral Epigallocatechin Gallate (EGCG) for Treatment of Cisplatin Ototoxicity	2018	R01	R01Equiv	NIH	Not Applicable	1R01DC016835-01A1	NA	403954	NA	Include	NIDCD	9616366	1	DC	16835	1	A1	NA
8212632	"RAMOS, JUAN CARLOS "	University Of Miami School Of Medicine	Epigenetic Targeting of Afro-Caribbean Variant of HTLV-1 Related Adult T-cell Leukemia-lymphoma	2018	R01	R01Equiv	NIH	Not Applicable	1R01CA223232-01	NA	369155	NA	Include	NCI	9427057	1	CA	223232	1		NA
9809434	"RAN, CHONGZHAO "	Massachusetts General Hospital	Near infrared fluorescence imaging of reactive oxygen species in Alzheimer's disease	2018	R01	R01Equiv	NIH	Not Applicable	1R01AG055413-01A1	NA	419880	NA	Include	NIA	9444968	1	AG	55413	1	A1	NA
8583954	"RAN, SOPHIA "	Southern Illinois University Sch Of Med	Novel role of myeloid-derived lymphatic progenitors in induction of breast cancer lymphatics	2016	R01	R01Equiv	NIH	Not Applicable	1R01CA199649-01A1	NA	337406	NA	Include	NCI	9194058	1	CA	199649	1	A1	NA
2301533	"RANGANATHAN, RAMA "	Ut Southwestern Medical Center	Seeing protein mechanics: The link between molecular structure; function; and evolution	2016	R01	R01Equiv	NIH	Not Applicable	1R01GM123456-01	NA	405000	NA	Include	NIGMS	9162430	1	GM	123456	1		NA
10416298	"RANNEY, MEGAN LARIN"	Rhode Island Hospital	Intervention to Prevent Peer Violence & Depressive Symptoms Among At-Risk Adolescents	2018	R01	R01Equiv	NIH	Not Applicable	1R01HD093655-01	NA	705103	NA	Include	NICHD	9422797	1	HD	93655	1		NA
10502463	"RAO, ARVIND  "	University Of Tx Md Anderson Can Ctr	Synthesizing Image-derived Heterogeneity with Genomic measurements for Assessing Disease Aggressiveness in  Lower Grade Gliomas	2018	R37	R01Equiv	NIH	"KURTEK, SEBASTIAN "	1R37CA214955-01A1	NA	35692	NA	Include	NCI	9445087	1	CA	214955	1	A1	NA
1900139	"RAO, CHINTHALAPALLY V."	University Of Oklahoma Hlth Sciences Ctr	Safer Approaches to CRC Chemoprevention	2017	R01	R01Equiv	NIH	Not Applicable	1R01CA213987-01	NA	458611	NA	Include	NCI	9261808	1	CA	213987	1		NA
9896741	"RAO, GANESH "	University Of Tx Md Anderson Can Ctr	Modeling malignant progression in glioma	2016	R01	R01Equiv	NIH	Not Applicable	1R01NS094615-01A1	NA	350000	NA	Include	NINDS	9173965	1	NS	94615	1	A1	NA
2120458	"RAO, HAI "	University Of Texas Hlth Science Center	How a sun protection complex moonlights in proteolysis	2016	R01	R01Equiv	NIH	Not Applicable	1R01GM118350-01	NA	299120	NA	Include	NIGMS	9074931	1	GM	118350	1		NA
1921420	"RASTINEJAD, FRAYDOON "	Sanford Burnham Prebys Medical Discovery Institute	Identification of Hypoxia-Inducible Factor-2alpha Activators for Chronic Kidney Disease Anemia	2018	R01	R01Equiv	NIH	Not Applicable	1R01DK118297-01	NA	112605	NA	Include	NIDDK	9577222	1	DK	118297	1		NA
10308789	"RATHINAM, VIJAY "	University Of Connecticut Sch Of Med/Dnt	Cytosolic Immune Surveillance During Bacterial Infections	2016	R01	R01Equiv	NIH	Not Applicable	1R01AI119015-01A1	NA	395441	NA	Include	NIAID	9104522	1	AI	119015	1	A1	NA
2086862	"RATHMELL, W. KIMRYN "	Vanderbilt University Medical Center	Methyltransferase Contributions to Genomic Stability and Cancer	2016	R01	R01Equiv	NIH	"WALKER, CHERYL L"	1R01CA203012-01A1	NA	440854	NA	Include	NCI	9130344	1	CA	203012	1	A1	NA
11611757	"RATWANI, RAJ M"	Medstar Health Research Institute	Improving Patient Safety and Clinician Cognitive Support Through eMAR Redesign	2018	R01	R01Equiv	NIH	Not Applicable	1R01HS025136-01A1	NA	400000	NA	Include	AHRQ	9447854	1	HS	25136	1	A1	NA
1869870	"RAVID, KATYA "	Boston University Medical Campus	A path to thrombosis in primary myelofibrosis	2018	R01	R01Equiv	NIH	Not Applicable	1R01HL136363-01A1	NA	475839	NA	Include	NHLBI	9443857	1	HL	136363	1	A1	NA
10557806	"RAY, ANDREW DONALD"	Roswell Park Cancer Institute Corp	Preoperative Respiratory Muscle Training to Prevent Postoperative Pulmonary Complications in Patients Undergoing Resection for Lung Cancer	2018	R01	R01Equiv	NIH	Not Applicable	1R01CA222382-01A1	NA	585953	NA	Include	NCI	9595828	1	CA	222382	1	A1	NA
7511331	"RAY, RUSSELL S"	Baylor College Of Medicine	Mapping the developmental; genetic; and functional organization of noradrenergic respiratory neural circuits	2016	R01	R01Equiv	NIH	Not Applicable	1R01HL130249-01	NA	396250	NA	Include	NHLBI	9007004	1	HL	130249	1		NA
10438021	"RAZLIGHI, QOLAMREZA RAY"	Columbia University Health Sciences	Functional connectivity network in default mode regions provides the underlying infrastructure for task-based functional co-de/activation networks	2018	R01	R01Equiv	NIH	Not Applicable	1R01AG057962-01	NA	795498	NA	Include	NIA	9426990	1	AG	57962	1		NA
6770896	"READY, JOSEPH M "	Ut Southwestern Medical Center	Chemical Inhibitors of 15-prostaglandin dehydrogenase Potentiate Hematopoietic Stem Cell Transplantation	2017	R01	R01Equiv	NIH	"GERSON, STANTON L.;MARKOWITZ, SANFORD D."	1R01CA216863-01	NA	520706	NA	Include	NCI	9324688	1	CA	216863	1		NA
1876986	"REBBECK, TIMOTHY R "	Dana-Farber Cancer Inst	Precision Assessment and Delivery of Cancer Risks in BRCA 1/2 Mutation Cancers	2017	R01	R01Equiv	NIH	"CHEN, JINBO "	1R01CA207365-01A1	NA	732317	NA	Include	NCI	9381396	1	CA	207365	1	A1	NA
6471232	"REBOUSSIN, DAVID M "	Wake Forest University Health Sciences	The SPRINT Alzheimer's; Seniors and Kidney Study (SPRINT ASK)	2017	R01	R01Equiv	NIH	"WILLIAMSON, JEFF DOUGLAS"	1R01AG055606-01	NA	4923490	NA	Include	NIA	9288712	1	AG	55606	1		NA
1867201	"REDD, WILLIAM H"	Icahn School Of Medicine At Mount Sinai	Systematic Light Exposure for Fatigue in Stem Cell Transplant Survivors	2016	R01	R01Equiv	NIH	Not Applicable	1R01CA193523-01A1	NA	725495	NA	Include	NCI	9028574	1	CA	193523	1	A1	NA
6719266	"REDDY, P. HEMACHANDRA "	Texas Tech University Health Scis Center	Mitochondrial Fragmentation and Neurodegeneration in Huntington's Disease	2017	R01	R01Equiv	NIH	Not Applicable	1R01NS105473-01	NA	378271	NA	Include	NINDS	9472711	1	NS	105473	1		NA
1920662	"REESE, JOHN JEFFREY "	Vanderbilt University Medical Center	Ductus Arteriosus Regulation by Anion Channels	2016	R01	R01Equiv	NIH	"LAMB, FRED S"	1R01HL128386-01A1	NA	597547	NA	Include	NHLBI	9174474	1	HL	128386	1	A1	NA
10792469	"REESE, TIFFANY ANNE"	Ut Southwestern Medical Center	Defining Mechanisms for Parasite-Driven Effects on Gamma-Herpesvirus Latency	2018	R01	R01Equiv	NIH	Not Applicable	1R01AI130020-01A1	NA	405000	NA	Include	NIAID	9593718	1	AI	130020	1	A1	NA
1885791	"REEVES, WILLIAM BRIAN"	University Of Texas Hlth Science Center	TRPM2 in Ischemic AKI	2016	R01	R01Equiv	NIH	Not Applicable	1R01DK108185-01	NA	448728	NA	Include	NIDDK	9028677	1	DK	108185	1		NA
6717879	"REHAN, VIRENDER K"	La Biomed Res Inst/ Harbor Ucla Med Ctr	Developmental Nicotine Exposure & Transgenerationally Altered Lung Phenotype	2016	R01	R01Equiv	NIH	Not Applicable	1R01HL127237-01A1	NA	410663	NA	Include	NHLBI	9027005	1	HL	127237	1	A1	NA
6205023	"REILLY, MUREDACH P"	Columbia University Health Sciences	Human LincRNAs in Macrophage Biology and Related Cardiometabolic Diseases	2017	R01	R01Equiv	NIH	Not Applicable	1R01HL132561-01A1	NA	722106	NA	Include	NHLBI	9402855	1	HL	132561	1	A1	NA
1863210	"REINBERG, DANNY  "	New York University School Of Medicine	Aging and rejuvenation: An ant model to study the regulation of longevity	2018	R01	R01Equiv	NIH	"DESPLAN, CLAUDE "	1R01AG058762-01	NA	655542	NA	Include	NIA	9501062	1	AG	58762	1		NA
9241027	"REINER, DAVID JOHN"	Texas A&M University Health Science Ctr	Novel signals regulate cell fate patterning	2017	R01	R01Equiv	NIH	Not Applicable	1R01GM121625-01A1	NA	311850	NA	Include	NIGMS	9383361	1	GM	121625	1	A1	NA
10507928	"REINER, THOMAS "	Sloan-Kettering Inst Can Research	Radioiodinated Multifunctional PARP1 Imaging Probes for Diagnosis and Therapy	2016	R01	R01Equiv	NIH	Not Applicable	1R01CA204441-01A1	NA	506879	NA	Include	NCI	9177196	1	CA	204441	1	A1	NA
11095693	"REINGLE GONZALEZ, JENNIFER M "	University Of Texas Hlth Sci Ctr Houston	mHealth to Increase Service Utilization Among Recently Incarcerated Homeless Adults	2017	R01	R01Equiv	NIH	"BUSINELLE, MICHAEL S."	1R01MD010733-01A1	NA	680521	NA	Include	NIMHD	9446364	1	MD	10733	1	A1	NA
1864210	"REINHERZ, ELLIS L"	Dana-Farber Cancer Inst	NMR-based dynamic assessment of TCR transmembrane conformational states linked to T cell function	2018	R01	R01Equiv	NIH	Not Applicable	1R01AI136960-01A1	NA	441250	NA	Include	NIAID	9656802	1	AI	136960	1	A1	NA
8318531	"REIS, BEN Y"	Boston Children's Hospital	Data-Driven Family Histories: Precision Medicine Across Generations	2016	R01	R01Equiv	NIH	Not Applicable	1R01HG009129-01	NA	391991	NA	Include	NHGRI	9159202	1	HG	9129	1		NA
8105462	"REISER, JOCHEN  "	Rush University Medical Center	suPAR and APOL1-CKD in Sub-Saharan Africa	2018	R01	R01Equiv	NIH	"PAREKH, RULAN S"	1R01DK113761-01A1	NA	504931	NA	Include	NIDDK	9472741	1	DK	113761	1	A1	NA
7924983	"REIZIS, BORIS  "	New York University School Of Medicine	Mechanisms of DNA-Specific Autoimmunity in Systemic Lupus Erythematosus	2018	R01	R01Equiv	NIH	"BUYON, JILL P"	1R01AR071703-01A1	NA	508116	NA	Include	NIAMS	9447743	1	AR	71703	1	A1	NA
1872198	"REMICK, DANIEL G.,"	Boston University Medical Campus	Mechanisms of augmented host defenses after mild brain injury	2017	R01	R01Equiv	NIH	Not Applicable	1R01GM117519-01A1	NA	246875	NA	Include	NIGMS	9246802	1	GM	117519	1	A1	NA
7937691	"RESH, MARILYN D"	Sloan-Kettering Inst Can Research	Fatty Acylation of Hedgehog and Wnt Proteins	2016	R01	R01Equiv	NIH	Not Applicable	1R01GM116860-01	NA	467895	NA	Include	NIGMS	9003431	1	GM	116860	1		NA
2110182	"RESS, DAVID B"	Baylor College Of Medicine	CRCNS: Computational neuroimaging of the human	2018	R01	R01Equiv	NIH	Not Applicable	1R01EB027586-01	NA	177385	NA	Include	NIBIB	9692919	1	EB	27586	1		NA
14312630	"RESSLER, KERRY J. "	Mclean Hospital	Cell Type Specific Genomic and Functional Dissection of Fear Off Amygdala Pathways	2016	R01	R01Equiv	NIH	"BOLSHAKOV, VADIM "	1R01MH108665-01A1	NA	705476	NA	Include	NIMH	9185148	1	MH	108665	1	A1	NA
1894407	"RESTA, THOMAS C"	University Of New Mexico Health Scis Ctr	Vascular Smooth Muscle Signaling in Intermittent Hypoxia-Induced Pulmonary Hypertension	2016	R01	R01Equiv	NIH	Not Applicable	1R01HL132883-01	NA	378750	NA	Include	NHLBI	9153185	1	HL	132883	1		NA
