"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"636","FGFR4-CAR-based Immunotherapy of Fusion-Positive Rhabdomyosarcoma","NCI",9808725,"1R21CA241023-01",1,"R21","CA",241023,1,"",NA,1940357,"ORENTAS, RIMAS J","Not Applicable","Seattle Children's Hospital",NA,2019,210572,NA,"Include"
"637","The COMIDITA study: urban Latino toddlers; diet intake and developmental outcomes","NIMHD",9676684,"1R21MD013622-01A1",1,"R21","MD",13622,1,"A1",NA,1869481,"ORJUELA, MANUELA A","Not Applicable","Columbia University Health Sciences",NA,2019,202500,NA,"Include"
"638","Learning From Primary Care EHR Exemplars About HIT Safety","AHRQ",9017036,"1R21HS024327-01",1,"R21","HS",24327,1,"",NA,1875075,"ORNSTEIN, STEVEN MARK","Not Applicable","Medical University Of South Carolina",NA,2016,200000,NA,"Include"
"639","Impact of the DNA Methylome in Chondrocyte Hypertrophy in Osteoarthritis","NIA",9034322,"1R21AG049980-01A1",1,"R21","AG",49980,1,"A1",NA,10441557,"OTERO, MIGUEL ","Not Applicable","Hospital For Special Surgery",NA,2016,264000,NA,"Include"
"640","Mechanisms of 6-AN facilitated Schwann cell-astrocyte intermingling","NINDS",9453760,"1R21NS101298-01A1",1,"R21","NS",101298,1,"A1",NA,7692991,"OUDEGA, MARTIN ","Not Applicable","University Of Miami School Of Medicine",NA,2018,191875,NA,"Include"
"641","Development of Tools for Conditional Knockouts in Chlamydia","NIAID",9648322,"1R21AI141933-01",1,"R21","AI",141933,1,"",NA,9239087,"OUELLETTE, SCOT P.","Not Applicable","University Of Nebraska Medical Center",NA,2019,228750,NA,"Include"
"642","Rrp2; an atypical bacterial enhancer binding protein in Borrelia burgdorferi","NIAID",9103495,"1R21AI119437-01A1",1,"R21","AI",119437,1,"A1",NA,10909330,"OUYANG, ZHIMING ","Not Applicable","Ut Southwestern Medical Center",NA,2016,242625,NA,"Include"
"643","IGFBP-Mediated Local and Systemic Effects of Mitochondrial Dysfunction in Skeletal Muscles","NIDDK",9226459,"1R21DK112074-01",1,"R21","DK",112074,1,"",NA,9549117,"OWUSU, EDWARD ","Not Applicable","Columbia University Health Sciences",NA,2016,197984,NA,"Include"
"644","Study of Plasma Next Generation Sequencing for Remote Assessment; Characterization; Evaluation of Patients with ALK Drug Resistance (SPACEWALK)","NCI",9653514,"1R21CA234816-01",1,"R21","CA",234816,1,"",NA,10150319,"OXNARD, GEOFFREY RAYMOND","Not Applicable","Dana-Farber Cancer Inst",NA,2019,230333,NA,"Include"
"645","Regulating centrosome homeostasis through the UPS","NCI",9178269,"1R21CA202200-01A1",1,"R21","CA",202200,1,"A1",NA,1865288,"PAGANO, MICHELE ","Not Applicable","New York University School Of Medicine",NA,2016,184331,NA,"Include"
"646","A New Therapeutic Option for the Treatment of Prolactinomas","NIDDK",9227114,"1R21DK112093-01",1,"R21","DK",112093,1,"",NA,9519593,"PAGEWILSON, GABRIELLE ","Not Applicable","Columbia University Health Sciences",NA,2016,200000,NA,"Include"
"647","Comprehensive Identification of FXR1 Targets Using pSILAC-BONCAT Proteomics","NIDCR",9241667,"1R21DE025920-01A1",1,"R21","DE",25920,1,"A1",NA,8661961,"PALANISAMY, VISWANATHAN ","Not Applicable","Medical University Of South Carolina",NA,2017,224250,NA,"Include"
"648","Human Umbilical Cord as a Regenerative Patch for In-Utero Spina Bifida Repair","NICHD",9374247,"1R21HD092754-01",1,"R21","HD",92754,1,"",NA,12008343,"PAPANNA, RAMESHA ","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2017,231000,NA,"Include"
"649","The Olive Baboon; a translational model for the study of Zika virus biology and pathogenesis","NIAID",9264356,"1R21AI129560-01",1,"R21","AI",129560,1,"",NA,8894812,"PAPIN, JAMES F","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2017,222000,NA,"Include"
"650","Altered Mechanosensing by Oral Mucosal Fibroblasts Inhibits the Myofibroblast Transition","NIDCR",9809631,"1R21DE029002-01",1,"R21","DE",29002,1,"",NA,9764788,"PAREKH, ARON ","Not Applicable","Vanderbilt University Medical Center",NA,2019,212500,NA,"Include"
"651","Theranostic approach to transplant rejection using engineered cell biosensors","NIAID",9528830,"1R21AI134116-01A1",1,"R21","AI",134116,1,"A1",NA,9605913,"PAREKKADAN, BIJU  ","UYGUN, KORKUT MUSTAFA","Massachusetts General Hospital",NA,2018,252750,NA,"Include"
"652","A BBB-permeable neurotrophic polysaccharide; midi-GAGR","NIA",9164156,"1R21AG053590-01",1,"R21","AG",53590,1,"",NA,8757885,"PARK, JOSHUA JIN-HYOUK","Not Applicable","University Of Toledo Health Sci Campus",NA,2016,227250,NA,"Include"
"653","Development and Characterization of Guided Optic Nerve Regeneration","NEI",9088989,"1R21EY026668-01",1,"R21","EY",26668,1,"",NA,10928885,"PARK, KEVIN KYUNG ","Not Applicable","University Of Miami School Of Medicine",NA,2016,191875,NA,"Include"
"654","Calcium dependent mechanisms of neutrophil dysfunction that contribute to cystic fibrosis pathobiology","NIAID",9112498,"1R21AI120013-01A1",1,"R21","AI",120013,1,"A1",NA,8369310,"PARTIDA-SANCHEZ, SANTIAGO  ","AMER, AMAL O","Research Inst Nationwide Children's Hosp",NA,2016,200580,NA,"Include"
"655","Brain Plasticity Measures in MCI","NIA",9014618,"1R21AG051846-01",1,"R21","AG",51846,1,"",NA,1868719,"PASCUAL-LEONE, ALVARO ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2016,259500,NA,"Include"
"656","Unlocking Tumor Immunophenotype in Responders versus Non-Responders in Metastatic Uveal Melanoma Patients Receiving Immune Checkpoint Blockade","NCI",9172267,"1R21CA208609-01",1,"R21","CA",208609,1,"",NA,12345254,"PATEL, SAPNA ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2016,203580,NA,"Include"
"657","Impact of multiple stigmas on HIV care continuum outcomes for key populations","NIMH",9780706,"1R21MH118102-01A1",1,"R21","MH",118102,1,"A1",NA,11659517,"PATEL, VIRAJ V","Not Applicable","Albert Einstein College Of Medicine",NA,2019,201401,NA,"Include"
"658","Exploitation of PD1-mediated tolerogenic signals for the treatment of SLE","NIAMS",9823100,"1R21AR073494-01A1",1,"R21","AR",73494,1,"A1",NA,11313026,"PATSOUKIS, NIKOLAOS ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2019,192500,NA,"Include"
"659","Magnetic Resonance Elastography of the Brain","NIBIB",9036031,"1R21EB020757-01A1",1,"R21","EB",20757,1,"A1",NA,1875889,"PATZ, SAMUEL ","Not Applicable","Brigham And Women's Hospital",NA,2016,263150,NA,"Include"
"660","Tau-directed catalytic antibodies","NINDS",9112543,"1R21NS095306-01A1",1,"R21","NS",95306,1,"A1",NA,1862922,"PAUL, SUDHIR ","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2016,231000,NA,"Include"
"661","Evaluating early host-pathogen interactions in pneumonic plague using an ex vivo human lung tissue platform","NIAID",9528129,"1R21AI133103-01A1",1,"R21","AI",133103,1,"A1",NA,9782662,"PECHOUS, ROGER D","Not Applicable","Univ Of Arkansas For Med Scis",NA,2018,222522,NA,"Include"
"662","Novel Protein Risk Markers for Lung Cancer","NCI",9025525,"1R21CA195110-01A1",1,"R21","CA",195110,1,"A1",NA,1880376,"PERERA, FREDERICA P","Not Applicable","Columbia University Health Sciences",NA,2016,221850,NA,"Include"
"663","Identification of the molecular mechanism of miR-211 and its target genes in melanocytes and pigmented melanoma senescence and apoptosis","NCI",9178169,"1R21CA202197-01A1",1,"R21","CA",202197,1,"A1",NA,8806454,"PERERA, RANJAN JOSEPH","Not Applicable","Sanford Burnham Prebys Medical Discovery Institute",NA,2016,254475,NA,"Include"
"664","A novel approach for the isolation of multipotent pancreas progenitors","NICHD",9387048,"1R21HD090545-01A1",1,"R21","HD",90545,1,"A1",NA,9869437,"PERIN, LAURA ","Not Applicable","Children's Hospital Of Los Angeles",NA,2017,249750,NA,"Include"
"665","Wildlife and Wellbeing:  An Animal-Assisted Intervention for Veterans with PTSD","NICHD",9675164,"1R21HD097771-01",1,"R21","HD",97771,1,"",NA,12114519,"PERRY, DONNA  JOAN","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2019,294800,NA,"Include"
"666","Single-molecule and super-resolution imaging methods with maximum photon efficiency; increased spatiotemporal resolution and high detection sensitivity in densely crowded environments","NIGMS",9809804,"1R21GM134342-01",1,"R21","GM",134342,1,"",NA,11143945,"PERTSINIDIS, ALEXANDROS ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2019,269400,NA,"Include"
"667","Optimal calcium imaging with shaped excitation","NEI",9244502,"1R21EY027592-01",1,"R21","EY",27592,1,"",NA,11104684,"PETERKA, DARCY S ","PANINSKI, LIAM M","Columbia University Health Sciences",NA,2016,229200,NA,"Include"
"668","Discovery of early life causes of autism spectrum disorder through retrospective metabolomics and proteome analysis of teeth","NIEHS",9809324,"1R21ES030882-01",1,"R21","ES",30882,1,"",NA,14967123,"PETRICK, LAUREN  ","ANDRA, SYAM S","Icahn School Of Medicine At Mount Sinai",NA,2019,211875,NA,"Include"
"669","Incorporating the Microbiome into DR2 Activities to Inform Health Outcomes","NIEHS",9577004,"1R21ES029493-01",1,"R21","ES",29493,1,"",NA,6155636,"PETROSINO, JOSEPH FRANK ","WALKER, CHERYL L","Baylor College Of Medicine",NA,2018,311150,NA,"Include"
"670","Dietary acid load; kidney function and disability in elderly","NIA",9015232,"1R21AG051866-01",1,"R21","AG",51866,1,"",NA,11388913,"PETROVIC, SNEZANA ","Not Applicable","Wake Forest University Health Sciences",NA,2016,232500,NA,"Include"
"671","A Psychotherapy Development Study for a New Addictive Disorder","NIDA",9223032,"1R21DA042900-01",1,"R21","DA",42900,1,"",NA,1882365,"PETRY, NANCY M","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2017,189406,NA,"Include"
"672","A Comprehensive Systems Analysis of Community Based Primary Health Care","NICHD",9019699,"1R21HD086474-01",1,"R21","HD",86474,1,"",NA,11726419,"PHILLIPS, JAMES FRANKLIN","Not Applicable","Columbia University Health Sciences",NA,2016,200000,NA,"Include"
"673","Building Research Capacity in Child Neurology: A US/Sri Lanka Research Collaborative","NICHD",9409096,"1R21HD093563-01",1,"R21","HD",93563,1,"",NA,6763657,"PHILLIPS, JOHN P ","WANIGASINGHE, JITHANGI ","University Of New Mexico Health Scis Ctr",NA,2017,196458,NA,"Include"
"674","Targeting trypanosomatid deoxyhypusine synthase","NIAID",9221920,"1R21AI127503-01",1,"R21","AI",127503,1,"",NA,1864141,"PHILLIPS, MARGARET A.","Not Applicable","Ut Southwestern Medical Center",NA,2017,243000,NA,"Include"
"675","Assessing the Cost-Effectiveness of Interventions Along the HIV Treatment Cascade","NIMH",9141458,"1R21MH108438-01A1",1,"R21","MH",108438,1,"A1",NA,1875010,"PINKERTON, STEVEN D.","Not Applicable","Medical College Of Wisconsin",NA,2016,77961,NA,"Include"
"676","Endogenous opioid system contributions to anti-depressant action","NIMH",9520638,"1R21MH116462-01",1,"R21","MH",116462,1,"",NA,1862674,"PINTAR, JOHN E ","HEN, RENE ","Rbhs-Robert Wood Johnson Medical School",NA,2018,215000,NA,"Include"
"677","Integrative genomic framework for dissecting regulatory mechanisms underlying hepatocellular carcinoma","NCI",9296968,"1R21CA209940-01A1",1,"R21","CA",209940,1,"A1",NA,10550345,"POCHET, NATHALIE ","Not Applicable","Brigham And Women's Hospital",NA,2017,227331,NA,"Include"
"678","Liposomal Delivery of a Novel Peptide N-acetyl-Ser-Asp-Lys-Pro to Inhibit Cancer Radiotherapy-Induced Cardiac Damage","NHLBI",9529038,"1R21HL138555-01A1",1,"R21","HL",138555,1,"A1",NA,14611827,"POKHAREL, SARASWATI ","Not Applicable","Roswell Park Cancer Institute Corp",NA,2018,257700,NA,"Include"
"679","The Role of Actin in Cellular Aging","NIA",9112130,"1R21AG051047-01A1",1,"R21","AG",51047,1,"A1",NA,1887685,"PON, LIZA A","Not Applicable","Columbia University Health Sciences",NA,2016,215753,NA,"Include"
"680","Targeting mycobacterial ribosomes as a new approach to tuberculosis vaccines","NIAID",9529005,"1R21AI133180-01A1",1,"R21","AI",133180,1,"A1",NA,1891672,"PORCELLI, STEVEN A","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2018,250500,NA,"Include"
"681","Copper tolerance and homeostasis in Pneumocystis species","NIAID",9843025,"1R21AI143467-01A1",1,"R21","AI",143467,1,"A1",NA,9247548,"POROLLO, ALEXEY ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2019,254418,NA,"Include"
"682","A Transgenic Rat for Noninvasive Assessment of Chondrogenic Activity in vivo","NIAMS",9015521,"1R21AR069253-01",1,"R21","AR",69253,1,"",NA,8557978,"PORTER, RYAN MICHAEL","Not Applicable","Beth Israel Deaconess Medical Center",NA,2016,228360,NA,"Include"
"683","Fibroblast-macrophage interactions induce a tumor-promoting microenvironment","NCI",9023303,"1R21CA185691-01A1",1,"R21","CA",185691,1,"A1",NA,7875399,"POST, STEVEN  ","KELLY, THOMAS JOSEPH","Univ Of Arkansas For Med Scis",NA,2016,194445,NA,"Include"
"684","Determining the role of Astrocyte-derived Nef exosomes in the pathogenesis of HAND","NINDS",9482256,"1R21NS105577-01A1",1,"R21","NS",105577,1,"A1",NA,2265511,"POWELL, MICHAEL D","Not Applicable","Morehouse School Of Medicine",NA,2017,228880,NA,"Include"
"685","Antibody-dependent cellular phagocytosis by human breastmilk leukocytes: impact of antibody class; stage of lactation; and target size","NICHD",9694927,"1R21HD095772-01A1",1,"R21","HD",95772,1,"A1",NA,11018041,"POWELL, REBECCA ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,254250,NA,"Include"
"686","Development of Small Molecule Inhibitors of IL-18 to Prevent Intimal Hyperplasia","NHLBI",9164608,"1R21HL133821-01",1,"R21","HL",133821,1,"",NA,8547059,"PRADHAN-NABZDYK, LEENA  ","SUN, LIJUN ","Beth Israel Deaconess Medical Center",NA,2016,259500,NA,"Include"
"687","Using the electronic health record to identify children likely to suffer last-minute surgery cancellation","AHRQ",9223041,"1R21HS024983-01",1,"R21","HS",24983,1,"",NA,14309239,"PRATAP, JAYANT ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2016,119761,NA,"Include"
"688","Fast and accurate phasing using the positional Burrows-Wheeler transform (PBWT)","NHGRI",9293785,"1R21HG009513-01",1,"R21","HG",9513,1,"",NA,8501823,"PRICE, ALKES L","Not Applicable","Harvard School Of Public Health",NA,2017,238438,NA,"Include"
"689","A Novel Mouse Model of Eosinophilic Vasculitis with Cardiac Complications","NHLBI",9225290,"1R21HL135507-01",1,"R21","HL",135507,1,"",NA,2047796,"PROWS, DANIEL R ","ZIMMERMANN, NIVES ","Cincinnati Childrens Hosp Med Ctr",NA,2017,234000,NA,"Include"
"690","Targeting Multiple Colorectal Cancer-Specific Enhancers","NCI",9732833,"1R21CA231109-01A1",1,"R21","CA",231109,1,"A1",NA,1965144,"PTASHNE, MARK S","Not Applicable","Sloan-Kettering Inst Can Research",NA,2019,195315,NA,"Include"
"691","Secondary Analysis of Existing Databases in Traumatic Brain Injury to Explore Outcomes Relevant to Medical Rehabilitation","NICHD",9173126,"1R21HD089098-01",1,"R21","HD",89098,1,"",NA,8919449,"PUGH, MARY JO ","Not Applicable","Foundation For Advancing Veterans' Hlth",NA,2016,171693,NA,"Include"
"692","Testing the role of Glucose deprivation during secondary cone death in Retinitis Pigmentosa","NEI",9718606,"1R21EY030166-01",1,"R21","EY",30166,1,"",NA,10631076,"PUNZO, CLAUDIO ","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2019,251250,NA,"Include"
"693","Processing of spatial information in V1 through fixational eye movements","NEI",9374079,"1R21EY028336-01",1,"R21","EY",28336,1,"",NA,8664887,"PURPURA, KEITH P.","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2017,254250,NA,"Include"
"694","Building Multistage Treatment Regimens for Depression after Acute Coronary SyndromeSyndrome","NIMH",9180305,"1R21MH108999-01A1",1,"R21","MH",108999,1,"A1",NA,11297049,"QIAN, MIN ","Not Applicable","Columbia University Health Sciences",NA,2016,200000,NA,"Include"
"695","Statistical Evaluation and Selection of Normalization Methods for microRNA Sequencing Data in Cancer Biomarker Studies","NCI",9507036,"1R21CA214845-01A1",1,"R21","CA",214845,1,"A1",NA,8822578,"QIN, LI-XUAN ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2018,224069,NA,"Include"
"696","Impact of Second-Hand Smoke on Brain Metabolism and Cognition in Mice","NIEHS",9445329,"1R21ES027943-01A1",1,"R21","ES",27943,1,"A1",NA,2196644,"RABER, JACOB  ","KISBY, GLEN E","Oregon Health & Science University",NA,2018,203242,NA,"Include"
"697","Cellular receptor for enterovirus D68","NIAID",9018678,"1R21AI121944-01",1,"R21","AI",121944,1,"",NA,1884177,"RACANIELLO, VINCENT R","Not Applicable","Columbia University Health Sciences",NA,2016,200000,NA,"Include"
"698","Borrelia burgdorferi oligopeptide (Opp) transporter control of cellular homeostasis and growth","NIAID",9586125,"1R21AI139940-01",1,"R21","AI",139940,1,"",NA,1888948,"RADOLF, JUSTIN D ","CAIMANO, MELISSA J","University Of Connecticut Sch Of Med/Dnt",NA,2018,239250,NA,"Include"
"699","Peripheral Modulation of Muscle Stiffness and Spasticity","NICHD",9462460,"1R21HD091559-01A1",1,"R21","HD",91559,1,"A1",NA,8029722,"RAGHAVAN, PREETI ","Not Applicable","New York University School Of Medicine",NA,2017,253224,NA,"Include"
"700","Effects of Developmental Alcohol Exposure on Astrocyte Ca2+ Signaling and Structural Synaptic Plasticity","NIAAA",9455152,"1R21AA025751-01A1",1,"R21","AA",25751,1,"A1",NA,10528118,"RAGUNATHAN, PADMASHRI ","Not Applicable","University Of Nebraska Medical Center",NA,2018,218162,NA,"Include"
"701","Role of miRNAs in toll-like receptor-mediated autoimmune B cell response and lupus-like autoimmunity","NIAID",9390236,"1R21AI128111-01A1",1,"R21","AI",128111,1,"A1",NA,8869018,"RAHMAN, ZIAUR S. M.","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2017,229837,NA,"Include"
"702","Development of novel markers to contextualize X-ray fluorescence microscopy","NIGMS",9745071,"1R21GM129592-01A1",1,"R21","GM",129592,1,"A1",NA,8583238,"RALLE, MARTINA ","Not Applicable","Oregon Health & Science University",NA,2019,254898,NA,"Include"
"703","Oral vaccine interactions in human intestinal enteroids","NIAID",9600203,"1R21AI132985-01A1",1,"R21","AI",132985,1,"A1",NA,11409524,"RAMANI, SASIREKHA  ","LLOYD, RICHARD E","Baylor College Of Medicine",NA,2018,237750,NA,"Include"
"704","Computational modeling of 60Hz STN DBS for gait disorder in Parkinson's disease","NINDS",9727502,"1R21NS111301-01",1,"R21","NS",111301,1,"",NA,15498738,"RAMDHANI, RITESH ","Not Applicable","Feinstein Institute For Medical Research",NA,2019,451709,NA,"Include"
"705","Bacteriophage to treat UTI caused by multidrug-resistant P. aeruginosa","NIAID",9018956,"1R21AI121545-01",1,"R21","AI",121545,1,"",NA,1877885,"RAMIG, ROBERT FRANKLIN","Not Applicable","Baylor College Of Medicine",NA,2016,217938,NA,"Include"
"706","Exploring Sleep in Neurocognitive Aging and Alzheimer's Research (eSANAR)","NIA",9374776,"1R21AG056952-01",1,"R21","AG",56952,1,"",NA,9782721,"RAMOS, ALBERTO RAFAEL","Not Applicable","University Of Miami School Of Medicine",NA,2017,214914,NA,"Include"
