"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"575","Unmasking the roles of KSHV glycoproteins in virus entry and vaccine development","NCI",8679750,"1K01CA184388-01",1,"K01","CA",184388,1,"",NA,11215416,"OGEMBO, JAVIER GORDON","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2014,110616,NA,"Include"
"576","NKT cell mediated immunoregulation by symbiotic gut microbial glycosphingolipids","NIDDK",9034354,"1K01DK102771-01A1",1,"K01","DK",102771,1,"A1",NA,10879966,"OH, SUNGWHAN F","Not Applicable","Harvard Medical School",NA,2015,109371,NA,"Include"
"577","Identifying Environmental Factors Promoting HIV/STI Risk in Black Adolescents and Young Adults","NIMH",8924725,"1K23MH107316-01",1,"K23","MH",107316,1,"",NA,9020771,"OJIKUTU, BISOLA ","Not Applicable","Brigham And Women's Hospital",NA,2015,183356,NA,"Include"
"578","Reciprocal regulation of microRNAs and cancer-associated signaling pathways","NCI",8634982,"1K99CA175189-01A1",1,"K99","CA",175189,1,"A1",NA,11390049,"OLEJNICZAK, SCOTT HENRY","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,107619,NA,"Include"
"579","Regulation of cellular metabolism by EglN dioxygenases","NHLBI",8564187,"1K08HL119355-01",1,"K08","HL",119355,1,"",NA,10743982,"OLENCHOCK, BENJAMIN A","Not Applicable","Brigham And Women's Hospital",NA,2013,133716,NA,"Include"
"580","Characterization of a novel quorum quenching protein produced by S aureus","NIAID",8819328,"1K22AI110413-01A1",1,"K22","AI",110413,1,"A1",NA,10251365,"OLSON, MICHAEL ERIC","Not Applicable","Southern Illinois University Sch Of Med",NA,2015,162000,NA,"Include"
"581","Studies of HSC Engraftment at the Osteoblastic Niche for Inherited BM Failure","NHLBI",8676515,"1K08HL122306-01",1,"K08","HL",122306,1,"",NA,11261505,"OLSON, TIMOTHY STEVEN","Not Applicable","Children's Hosp Of Philadelphia",NA,2014,129951,NA,"Include"
"582","Research and Mentoring on Brain and Peripheral Bioenergetics in Schizophrenia","NIMH",8890959,"1K24MH104449-01A1",1,"K24","MH",104449,1,"A1",NA,8529925,"ONGUR, DOST ","Not Applicable","Mclean Hospital",NA,2015,118536,NA,"Include"
"583","Dissecting the Genetics Of Follicular Lymphoma To Find New Therapies","NCI",8634229,"1K99CA175179-01A1",1,"K99","CA",175179,1,"A1",NA,11372368,"ORICCHIO, ELISA ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,147658,NA,"Include"
"584","Downstream effects of end-of-life patient treatment intensity on family members","NIA",8751356,"1K01AG047923-01",1,"K01","AG",47923,1,"",NA,8430685,"ORNSTEIN, KATHERINE A","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2014,115317,NA,"Include"
"585","Effects of Rare Variants and Ancestry on Beta Agonist Response In Asthma","NHLBI",8968045,"1K08HL118128-01A1",1,"K08","HL",118128,1,"A1",NA,11432938,"ORTEGA, VICTOR E","Not Applicable","Wake Forest University Health Sciences",NA,2015,117560,NA,"Include"
"586","Chemical Modulation of Chromatin Signaling in Lymphoid Malignancies","NCI",8804727,"1K99CA190861-01",1,"K99","CA",190861,1,"",NA,12106030,"OTT, CHRISTOPHER J","Not Applicable","Dana-Farber Cancer Inst",NA,2014,98107,NA,"Include"
"587","Mentoring in mHealth and Social Networking Interventions for CVD Risk Reduction","NHLBI",8891659,"1K24HL124366-01A1",1,"K24","HL",124366,1,"A1",NA,7147979,"PAGOTO, SHERRY L.","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2015,98262,NA,"Include"
"588","Novel Risk Factors for Vertebral Fractures in Health and Chronic Kidney Disease","NIDDK",8617026,"1K23DK100447-01",1,"K23","DK",100447,1,"",NA,9699504,"PAIK, JULIE ","Not Applicable","Brigham And Women's Hospital",NA,2013,184813,NA,"Include"
"589","Development of a Rapid Survey to Detect Use of New and Emerging Drugs","NIDA",8805534,"1K01DA038800-01",1,"K01","DA",38800,1,"",NA,11113435,"PALAMAR, JOSEPH J","Not Applicable","New York University School Of Medicine",NA,2015,181520,NA,"Include"
"590","Innovations in Pediatric Pain Research","NICHD",8634406,"2K24HD060068-07",2,"K24","HD",60068,7,"",NA,1900717,"PALERMO, TONYA M","Not Applicable","Seattle Children's Hospital",NA,2014,177135,NA,"Include"
"591","Multiplexed Imaging of Energy Metabolism in Murine Models of Heart Failure","NHLBI",8753247,"1K08HL123744-01",1,"K08","HL",123744,1,"",NA,11357417,"PANAGIA, MARCELLO ","Not Applicable","Massachusetts General Hospital",NA,2014,137120,NA,"Include"
"592","Mucosal vs Systemic Influenza Vaccine While Breastfeeding: Milk Immunity","NICHD",8581655,"1K23HD072774-01A1",1,"K23","HD",72774,1,"A1",NA,9861723,"PANNARAJ, PIA S","Not Applicable","Children's Hospital Of Los Angeles",NA,2013,133515,NA,"Include"
"593","Examining Delivery of Integrated Tobacco Treatment in Cancer Care","NCI",8949025,"1K24CA197382-01",1,"K24","CA",197382,1,"",NA,7742978,"PARK, ELYSE R","Not Applicable","Massachusetts General Hospital",NA,2015,138671,NA,"Include"
"594","Multiparametric Prediction of Vasospasm after Subarachnoid Hemorrhage","NIEHS",9044336,"1K01ES026833-01",1,"K01","ES",26833,1,"",NA,9809788,"PARK, SOOJIN ","Not Applicable","Columbia University Health Sciences",NA,2015,216241,NA,"Include"
"595","Data-driven identification of environmental factors in cardiovascular disease","NIEHS",8617098,"1K99ES023504-01",1,"K99","ES",23504,1,"",NA,9643320,"PATEL, CHIRAG J.","Not Applicable","Harvard Medical School",NA,2014,122470,NA,"Include"
"596","Mentored Patient Oriented Research in Sleep and Metabolic Disease","NHLBI",8869926,"1K24HL127307-01",1,"K24","HL",127307,1,"",NA,7004241,"PATEL, SANJAY R","Not Applicable","Brigham And Women's Hospital",NA,2015,120156,NA,"Include"
"597","Social Media Based Peer Led Intervention to Facilitate PrEP in YMSM of Color","NIMH",8731421,"1K23MH102118-01A1",1,"K23","MH",102118,1,"A1",NA,11659517,"PATEL, VIRAJ V","Not Applicable","Albert Einstein College Of Medicine",NA,2014,184734,NA,"Include"
"598","Resolving the role of nicotine-mediated phosphorylation on pancreatic fibrosis","NIDDK",8635107,"1K01DK098285-01A1",1,"K01","DK",98285,1,"A1",NA,9816253,"PAULO, JOAO A","Not Applicable","Harvard Medical School",NA,2013,128371,NA,"Include"
"599","Regulation of ENaC in salt-sensitive hypertension via inflammation-induced ROS pr","NHLBI",8581200,"1K99HL116603-01A1",1,"K99","HL",116603,1,"A1",NA,10287280,"PAVLOV, TENGIS S","Not Applicable","Medical College Of Wisconsin",NA,2013,90000,NA,"Include"
"600","Hypertension in HIV-Infected Tanzanians: Time Course and Pathogenesis","FIC",9028612,"1K01TW010281-01",1,"K01","TW",10281,1,"",NA,12563131,"PECK, ROBERT N","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2015,137895,NA,"Include"
"601","Regulation of synaptic specificity by two Ig-domain containing families","NINDS",9013957,"1K01NS094545-01",1,"K01","NS",94545,1,"",NA,10446293,"PECOT, MATTHEW YASUO","Not Applicable","Harvard Medical School",NA,2015,222566,NA,"Include"
"602","Weight gain and functional body composition in adolescents with anorexia nervosa","NIDDK",8891584,"1K23DK100558-01A1",1,"K23","DK",100558,1,"A1",NA,7604431,"PEEBLES, REBECKA ","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,174433,NA,"Include"
"603","Discovering lipoprotein lipase pathway variants that protect against CHD","NHLBI",8804634,"1K01HL125751-01",1,"K01","HL",125751,1,"",NA,11444136,"PELOSO, GINA MARIE","Not Applicable","Massachusetts General Hospital",NA,2015,136620,NA,"Include"
"604","APICAL RECYCLING IN THE PROXIMAL TUBULE; CLATRIN ADAPTORS AND PROTEINURIA.","NIDDK",8762555,"1K01DK102836-01",1,"K01","DK",102836,1,"",NA,10998305,"PEREZ BAY, ANDRES ","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2014,131122,NA,"Include"
"605","Paul Calabresi Career Development Award for Clinical Oncology (K12)","NCI",8873930,"2K12CA132783-06",2,"K12","CA",132783,6,"",NA,1888651,"PEREZ-SOLER, ROMAN  ","EINSTEIN, MARK H.","Albert Einstein College Of Medicine",NA,2015,83374,NA,"Include"
"606","Simulating Extinction Memory with Infralimbic DREADDs","NIDA",8767607,"1K01DA038235-01",1,"K01","DA",38235,1,"",NA,7893920,"PETERS, JAMIE L","Not Applicable","Medical University Of South Carolina",NA,2014,175819,NA,"Include"
"607","INSPIRE: Intervention to Support Participation in Regular Exercise in the Elderly","NIA",8593645,"1K23AG042869-01A1",1,"K23","AG",42869,1,"A1",NA,8662030,"PETERSON, JANEY CHRISTINE","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2013,172429,NA,"Include"
"608","Noxa-mediated mechanisms of proteasome addiction in basal-like breast cancer","NCI",8679296,"1K22CA184244-01",1,"K22","CA",184244,1,"",NA,9709441,"PETROCCA, FABIO ","Not Applicable","Boston University Medical Campus",NA,2015,191808,NA,"Include"
"609","Investigation into the mechanisms for generating interneuron diversity","NIMH",8761273,"1K99MH104595-01",1,"K99","MH",104595,1,"",NA,7983553,"PETROS, TIMOTHY J","Not Applicable","New York University School Of Medicine",NA,2014,89752,NA,"Include"
"610","Alcohol effect on Golgi morphology and function","NIAAA",8679528,"1K01AA022979-01",1,"K01","AA",22979,1,"",NA,10213636,"PETROSYAN, ARMEN ","Not Applicable","University Of Nebraska Medical Center",NA,2014,113238,NA,"Include"
"611","Minimizing Errors in Medication Histories Obtained at Hospital Admission","NIA",8805750,"1K23AG049181-01",1,"K23","AG",49181,1,"",NA,11357616,"PEVNICK, JOSHUA M","Not Applicable","Cedars-Sinai Medical Center",NA,2015,137891,NA,"Include"
"612","Neuronal coordination in the thalamo-cortical head-direction system","NINDS",8678272,"1K99NS086915-01",1,"K99","NS",86915,1,"",NA,11804738,"PEYRACHE, ADRIEN ","Not Applicable","New York University School Of Medicine",NA,2014,89829,NA,"Include"
"613","Hox genes in the development of respiratory circuits","NINDS",8618443,"1K99NS085037-01",1,"K99","NS",85037,1,"",NA,11693228,"PHILIPPIDOU, POLYXENI ","Not Applicable","New York University School Of Medicine",NA,2013,88979,NA,"Include"
"614","Integration of sleep/wake network models across multiple temporal and spatial sca","NHLBI",8568069,"1K99HL119618-01",1,"K99","HL",119618,1,"",NA,10787208,"PHILLIPS, ANDREW JOHN","Not Applicable","Brigham And Women's Hospital",NA,2013,88776,NA,"Include"
"615","Midcareer Investigator Award: Urban School Allergen Exposures and Childhood Asthm","NIAID",8564680,"1K24AI106822-01",1,"K24","AI",106822,1,"",NA,2099802,"PHIPATANAKUL, WANDA ","Not Applicable","Boston Children's Hospital",NA,2013,183061,NA,"Include"
"616","Brown University/Women & Infants Hospital Women's Reproductive Health Research (WRHR) Career Development Program: Improving Women's Health Through Career Development in Clinical Research","NICHD",8991546,"2K12HD050108-11",2,"K12","HD",50108,11,"",NA,6981772,"PHIPPS, MAUREEN G","Not Applicable","Women And Infants Hospital-Rhode Island",NA,2015,1,NA,"Include"
"617","Applying a System-Based Intervention to Address Barriers in the Management of Dysglycemia and Diabetes in the Hospital Using Electronic Health Records","NIDDK",9013742,"1K23DK107914-01",1,"K23","DK",107914,1,"",NA,11244316,"PICHARDO-LOWDEN, ARIANA RAQUEL","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2015,167948,NA,"Include"
"618","Clinical and Translational Science Award","NCATS",9085752,"1KL2TR001446-01",1,"KL2","TR",1446,1,"",NA,10240411,"PILLINGER, MICHAEL ","Not Applicable","New York University School Of Medicine",NA,2015,488725,NA,"Include"
"619","Discovering disease-causal variants by linking genetic and epigenetic variation","NHGRI",8869196,"1K99HG008399-01",1,"K99","HG",8399,1,"",NA,11149896,"PINELLO, LUCA ","Not Applicable","Dana-Farber Cancer Inst",NA,2015,103198,NA,"Include"
"620","Improving the consent process for pregnant mothers at risk of preterm delivery","NICHD",8765836,"1K23HD076938-01A1",1,"K23","HD",76938,1,"A1",NA,11572060,"PLACENCIA, FRANK XAVIER","Not Applicable","Baylor College Of Medicine",NA,2014,123764,NA,"Include"
"621","Utility of Lung Ultrasound in Assessing Pulmonary Congestion in Heart Failure","NHLBI",8890473,"1K23HL123533-01A1",1,"K23","HL",123533,1,"A1",NA,11917617,"PLATZ, ELKE ","Not Applicable","Brigham And Women's Hospital",NA,2015,152230,NA,"Include"
"622","PD2/Paf1 and pancreatic cancer stem cells","NCI",8635861,"1K22CA175260-01A1",1,"K22","CA",175260,1,"A1",NA,10207340,"PONNUSAMY, MOORTHY P.","Not Applicable","University Of Nebraska Medical Center",NA,2014,123278,NA,"Include"
"623","Molecular mechanism of T cell evasion by Mycobacterium tuberculosis","NIAID",8948593,"1K08AI119150-01",1,"K08","AI",119150,1,"",NA,11577692,"PORTAL CELHAY, CYNTHIA ","Not Applicable","New York University School Of Medicine",NA,2015,185094,NA,"Include"
"624","MSK Paul Calabresi Career Development Award for Clinical Oncology","NCI",8875305,"1K12CA184746-01A1",1,"K12","CA",184746,1,"A1",NA,1894143,"POWELL, SIMON N ","BRENTJENS, RENIER JOSEPH;SPRIGGS, DAVID R","Sloan-Kettering Inst Can Research",NA,2015,54000,NA,"Include"
"625","Neuromodulation as a Treatment for Chemotherapy-Induced Peripheral Neuropathy","NCCAM",8767990,"1K01AT008485-01",1,"K01","AT",8485,1,"",NA,9846834,"PRINSLOO, SARAH ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2014,128885,NA,"Include"
"626","Neurophysiological Basis of General Anesthesia","NIGMS",8488170,"1K08GM106144-01",1,"K08","GM",106144,1,"",NA,10404450,"PROEKT, ALEXANDER ","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2013,186609,NA,"Include"
"627","Using a Sequence-to-Structure-to-Function Approach to Functionally Characterize Protein Coding Missense Mutations in the Human and Rat Genomes","NIEHS",8828878,"1K01ES025435-01",1,"K01","ES",25435,1,"",NA,12096701,"PROKOP, JEREMY WILLIAM","Not Applicable","Medical College Of Wisconsin",NA,2014,96423,NA,"Include"
"628","Stress & Parenting in Blacks: Preventing Obesity in Youth to Reduce Cancer Risk","NCI",8510284,"1K01CA160818-01A1",1,"K01","CA",160818,1,"A1",NA,10662207,"PROUT PARKS, ELIZABETH ","Not Applicable","Children's Hosp Of Philadelphia",NA,2013,130860,NA,"Include"
"629","Platelet activation in septic shock","NIGMS",8804343,"1K23GM113041-01",1,"K23","GM",113041,1,"",NA,12098956,"PUSKARICH, MICHAEL A.","Not Applicable","University Of Mississippi Med Ctr",NA,2015,189843,NA,"Include"
"630","The Endocrine Complications of Cystic Fibrosis: the Role of CFTR","NIDDK",8890922,"1K23DK102600-01A1",1,"K23","DK",102600,1,"A1",NA,10866422,"PUTMAN, MELISSA SUSAN","Not Applicable","Boston Children's Hospital",NA,2015,152781,NA,"Include"
"631","HIV Infection; Metabolites and Subclinical Atherosclerosis","NHLBI",8993153,"1K01HL129892-01",1,"K01","HL",129892,1,"",NA,10792184,"QI, QIBIN ","Not Applicable","Albert Einstein College Of Medicine",NA,2015,34527,NA,"Include"
"632","Brown Remodeling of White Adipose Tissue by PPARgamma Deacetylation","NIDDK",8581242,"1K99DK097455-01A1",1,"K99","DK",97455,1,"A1",NA,11286487,"QIANG, LI ","Not Applicable","Columbia University Health Sciences",NA,2013,90000,NA,"Include"
"633","Network-based Methods for Understanding Genetic Determinants and Epistasis in COPD","NHLBI",8950230,"1K01HL129039-01",1,"K01","HL",129039,1,"",NA,11814088,"QIAO, DANDI ","Not Applicable","Brigham And Women's Hospital",NA,2015,140130,NA,"Include"
"634","Midcareer Investigator Award in Amylin; Cognition; and Alzheimer's Disease","NIA",8950488,"1K24AG050842-01",1,"K24","AG",50842,1,"",NA,6070528,"QIU, WEI QIAO WENDY","Not Applicable","Boston University Medical Campus",NA,2015,169537,NA,"Include"
"635","Pain and Health-Related Quality of Life in Children after Surgery","NICHD",8765636,"1K23HD078239-01A1",1,"K23","HD",78239,1,"A1",NA,11242775,"RABBITTS, JENNIFER ","Not Applicable","Seattle Children's Hospital",NA,2014,129692,NA,"Include"
"636","Systemic regulation of energy homeostasis using a Drosophila Leptin model","NIDDK",8791179,"1K99DK101605-01A1",1,"K99","DK",101605,1,"A1",NA,10414706,"RAJAN, AKHILA ","Not Applicable","Harvard Medical School",NA,2014,89562,NA,"Include"
"637","Role of SCARF1 in Human Lupus","NIAMS",8762787,"1K01AR066716-01",1,"K01","AR",66716,1,"",NA,11035647,"RAMIREZ-ORTIZ, ZAIDA GISELA","Not Applicable","Massachusetts General Hospital",NA,2014,132570,NA,"Include"
"638","Dysregulation of Neuronal Guidance Cue Netrin-1 in Accelerated AAA","NHLBI",8804126,"1K99HL125667-01",1,"K99","HL",125667,1,"",NA,10890815,"RAMKHELAWON, BHAMA ","Not Applicable","New York University School Of Medicine",NA,2015,110698,NA,"Include"
"639","ALK signaling in CNS development; ischemic brain injury and gliomagenesis","NINDS",8679269,"1K08NS087118-01",1,"K08","NS",87118,1,"",NA,10774976,"RAMKISSOON, SHAKTI H","Not Applicable","Brigham And Women's Hospital",NA,2014,193590,NA,"Include"
"640","The role of natural selection in SLE risk among African-Americans","NIAMS",8805337,"1K01AR067280-01",1,"K01","AR",67280,1,"",NA,9136141,"RAMOS, PAULA SOFIA","Not Applicable","Medical University Of South Carolina",NA,2015,129087,NA,"Include"
"641","Genomic profiling and development of murine models of transformation of MPNs","NCI",8747728,"1K08CA188529-01",1,"K08","CA",188529,1,"",NA,10605567,"RAMPAL, RAAJIT ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,178200,NA,"Include"
"642","Studies in HIV-1 Pathogenesis and Transmission","NICHD",8732335,"1K24HD080539-01",1,"K24","HD",80539,1,"",NA,6593463,"RAMRATNAM, BHARAT ","Not Applicable","Rhode Island Hospital",NA,2014,161487,NA,"Include"
"643","Improving Retention in Care Among Postpartum HIV-infected Women in Mississippi","NIMH",8659724,"1K23MH100955-01A1",1,"K23","MH",100955,1,"A1",NA,8821355,"RANA, AADIA ","Not Applicable","Miriam Hospital",NA,2014,183568,NA,"Include"
"644","Text-Message-Based Depression Prevention for High-Risk Youth in the ED","NIMH",8510012,"1K23MH095866-01A1",1,"K23","MH",95866,1,"A1",NA,10416298,"RANNEY, MEGAN LARIN","Not Applicable","Rhode Island Hospital",NA,2013,182847,NA,"Include"
"645","Genetic and Epigenetic Determinants of Pediatric Obesity-Associated Asthma","NHLBI",8635532,"1K23HL118733-01A1",1,"K23","HL",118733,1,"A1",NA,9772813,"RASTOGI, DEEPA ","Not Applicable","Albert Einstein College Of Medicine",NA,2014,155520,NA,"Include"
"646","Analyzing age-related changes of brain activation in subjects native space","NIA",8581477,"1K01AG044467-01A1",1,"K01","AG",44467,1,"A1",NA,10438021,"RAZLIGHI, QOLAMREZA RAY","Not Applicable","Columbia University Health Sciences",NA,2013,126582,NA,"Include"
"647","BCG therapy of bladder cancer: the role of BCG uptake by bladder cancer cells","NCI",8821836,"1K08CA184038-01A1",1,"K08","CA",184038,1,"A1",NA,11776601,"REDELMAN-SIDI, GIL ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,178200,NA,"Include"
"648","Decreasing teen STI prevalence through universal emergency department screening","NICHD",8698873,"1K23HD075751-01A1",1,"K23","HD",75751,1,"A1",NA,10779237,"REED, JENNIFER LYNN","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2014,131488,NA,"Include"
