"","X.1","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","X","Stats"
"2526",9858,"Phenotyping Early Embryonic Lethal Knockout Mice to Identify Essential Genes with Previously Uncharacterized Roles in Pre-implantation Development; Gastrulation; Turning; and Placentation","NICHD",9011357,"1R01HD086478-01",1,"R01","HD",86478,1,"",NA,1894955,"LACY, ELIZABETH H","Not Applicable","Sloan-Kettering Inst Can Research",NA,2016,682394,NA,NA,"Include"
"2527",9863,"Chaperone Mechanisms in Clathrin Mediated Neuronal Vesicle Trafficking","NIGMS",9090391,"1R01GM118933-01",1,"R01","GM",118933,1,"",NA,6599369,"LAFER, EILEEN M. ","SOUSA, RUI J.","University Of Texas Hlth Science Center",NA,2016,427427,NA,NA,"Include"
"2528",9865,"Native ion mobility mass spectrometry studies of potassium inward rectifier channels: insight into gating and lipid binding","NIGMS",9168259,"1DP2GM123486-01",1,"DP2","GM",123486,1,"",NA,12443908,"LAGANOWSKY, ARTHUR D","Not Applicable","Texas A&M University Health Science Ctr",NA,2016,13520,NA,NA,"Include"
"2529",9867,"Genetic Repair of Familial Hypercholesterolemia","NHLBI",9255595,"1R01HL132840-01A1",1,"R01","HL",132840,1,"A1",NA,8932025,"LAGOR, WILLIAM RAYMOND","Not Applicable","Baylor College Of Medicine",NA,2017,596073,NA,NA,"Include"
"2530",9868,"The Microbiota of the Pediatric CF Airway: What role does it play?","NHLBI",9522632,"1R01HL136499-01A1",1,"R01","HL",136499,1,"A1",NA,8208290,"LAGUNA, THERESA A.","Not Applicable","Lurie Children's Hospital Of Chicago",NA,2018,397428,NA,NA,"Include"
"2531",9870,"Dynamics of Cellular Senescence in Single Cells","NIGMS",9235687,"1R01GM116864-01A1",1,"R01","GM",116864,1,"A1",NA,8477044,"LAHAV, GALIT ","Not Applicable","Harvard Medical School",NA,2017,407926,NA,NA,"Include"
"2532",9872,"Molecular and genetic analysis of novel Slicer-dependent miRNA pathways in blood","NHLBI",9219500,"1R01HL135564-01",1,"R01","HL",135564,1,"",NA,8706809,"LAI, ERIC C ","KHARAS, MICHAEL ","Sloan-Kettering Inst Can Research",NA,2017,698647,NA,NA,"Include"
"2533",9873,"Elucidating the logic of proprioceptive networks","NINDS",9522055,"1R01NS100741-01A1",1,"R01","NS",100741,1,"A1",NA,8706877,"LAI, HELEN ","Not Applicable","Ut Southwestern Medical Center",NA,2018,354375,NA,NA,"Include"
"2534",9876,"Engineered; multispecific antibodies as broad anti-filovirus therapeutics","NIAID",9313594,"1R01AI125462-01A1",1,"R01","AI",125462,1,"A1",NA,9389562,"LAI, JONATHAN ","Not Applicable","Albert Einstein College Of Medicine, Inc",NA,2017,774730,NA,NA,"Include"
"2535",9881,"Using Dynamic Contrast-Enhanced Magnetic Resonance Imaging (DCE-MRI) to Establish Objective Clinical Outcome Measures for Mandibular Osteoradionecrosis","NIDCR",9105515,"1R01DE025248-01A1",1,"R01","DE",25248,1,"A1",NA,1880052,"LAI, STEPHEN Y","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2016,187686,NA,NA,"Include"
"2536",9894,"Signaling mechanisms governing myocardial fibrosis in diseased heart","NHLBI",9260341,"1R01HL133290-01A1",1,"R01","HL",133290,1,"A1",NA,12368507,"LAL, HIND ","Not Applicable","Vanderbilt University Medical Center",NA,2017,395000,NA,NA,"Include"
"2537",9900,"Metals in the Trial to Assess Chelation Therapy 2 (TACT2M)","NCCIH",9196058,"1R01AT009273-01",1,"R01","AT",9273,1,"",NA,1891164,"LAMAS, GERVASIO A","Not Applicable","Mount Sinai Medical Center (Miami Beach)",NA,2016,1945782,NA,NA,"Include"
"2538",9913,"The role of CYP3A7 in the disposition and toxicity of HIV inhibitors in the developing infant","NIGMS",9561637,"1R01GM128508-01",1,"R01","GM",128508,1,"",NA,9171548,"LAMPE, JED NOAH","Not Applicable","University Of Kansas Medical Center",NA,2018,406447,NA,NA,"Include"
"2539",9915,"Aggregation of Deamidated Crystallins as a Major Cause of Cataracts","NEI",9161024,"1R01EY027012-01",1,"R01","EY",27012,1,"",NA,2198039,"LAMPI, KIRSTEN JEANNE","Not Applicable","Oregon Health & Science University",NA,2016,385000,NA,NA,"Include"
"2540",9918,"The impact of naltrexone treatment on opioid-induced immune and viral dysregulation during HIV-infection","NIDA",9694940,"1R01DA046229-01A1",1,"R01","DA",46229,1,"A1",NA,6361344,"LANCIONI, CHRISTINA LOUISE","Not Applicable","Oregon Health & Science University",NA,2018,415765,NA,NA,"Include"
"2541",9919,"Analysis and characterization of a cohort of familial Parkinson's disease exomes","NINDS",9113248,"1R01NS096740-01",1,"R01","NS",96740,1,"",NA,1972466,"LANDERS, JOHN E. ","FOROUD, TATIANA M.","Univ Of Massachusetts Med Sch Worcester",NA,2016,695395,NA,NA,"Include"
"2542",9920,"Function of the Essential KHARON1 Protein in Bloodstream Form African Trypanosomes","NIAID",9007963,"1R01AI121160-01",1,"R01","AI",121160,1,"",NA,1884201,"LANDFEAR, SCOTT M","Not Applicable","Oregon Health & Science University",NA,2016,524134,NA,NA,"Include"
"2543",9922,"Targeting blastic plasmacytoid dendritic cell neoplasm (BPDCN)","NCI",9420186,"1R37CA225191-01",1,"R37","CA",225191,1,"",NA,10504721,"LANE, ANDREW A","Not Applicable","Dana-Farber Cancer Inst",NA,2018,396986,NA,NA,"Include"
"2544",9927,"Plasma Metabolomics and Myocardial Energetics in Heart Failure","NHLBI",9239388,"1R01HL132154-01A1",1,"R01","HL",132154,1,"A1",NA,7803940,"LANFEAR, DAVID E ","SABBAH, HANI N","Henry Ford Health System",NA,2017,805320,NA,NA,"Include"
"2545",9929,"MSC-Derived Exosomes and MicroRNA in Glioma Therapy","NCI",9446526,"1R01CA214749-01A1",1,"R01","CA",214749,1,"A1",NA,2190844,"LANG, FREDERICK F","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2018,366000,NA,NA,"Include"
"2546",9931,"Activation of semi-invariant and diverse NKT cells with an adjuvant combination","NIAID",9419681,"1R01AI134719-01",1,"R01","AI",134719,1,"",NA,7925232,"LANG, MARK L","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2018,367120,NA,NA,"Include"
"2547",9933,"Regulation of vascular development in the eye by an opsin 5-dependent clock","NEI",9169827,"1R01EY027077-01",1,"R01","EY",27077,1,"",NA,1891286,"LANG, RICHARD A. ","RAO, SUJATA ","Cincinnati Childrens Hosp Med Ctr",NA,2016,494153,NA,NA,"Include"
"2548",9934,"Preparing Association Analysis Software Tools for Next Generation Sequencing Data","NHGRI",9080392,"1R01HG008976-01",1,"R01","HG",8976,1,"",NA,7840494,"LANGE, CHRISTOPH ","Not Applicable","Harvard School Of Public Health",NA,2016,363970,NA,NA,"Include"
"2549",9936,"Oncogenic pathways and therapeutic targets in T cell acute lymphoblastic leukemia","NCI",9383339,"1R01CA211734-01A1",1,"R01","CA",211734,1,"A1",NA,8873042,"LANGENAU, DAVID MICHAEL","Not Applicable","Massachusetts General Hospital",NA,2017,391163,NA,NA,"Include"
"2550",9937,"Developing bone morphogenetic receptor II inhibitors for the treatment of cancer","NCI",9610236,"1R01CA225830-01A1",1,"R01","CA",225830,1,"A1",NA,1902939,"LANGENFELD, JOHN ","Not Applicable","Rbhs-Robert Wood Johnson Medical School",NA,2018,363713,NA,NA,"Include"
"2551",9939,"Effect of Stretching on Inflammatory Resolution","NCCIH",9194605,"1R01AT009267-01",1,"R01","AT",9267,1,"",NA,2094351,"LANGEVIN, HELENE M","Not Applicable","Brigham And Women's Hospital",NA,2016,518469,NA,NA,"Include"
"2552",9944,"RSK2 in Estrogen Receptor Positive (ER+) Breast Cancer","NCI",9531587,"1R01CA213201-01A1",1,"R01","CA",213201,1,"A1",NA,1896780,"LANNIGAN, DEBORAH  ","SULIKOWSKI, GARY ALLEN;WATERSON, ALEX G","Vanderbilt University Medical Center",NA,2018,373257,NA,NA,"Include"
"2553",9950,"Non-malignant Pain in Nursing Home Residents","NINR",9289212,"1R01NR016977-01",1,"R01","NR",16977,1,"",NA,1953959,"LAPANE, KATE L","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2017,352816,NA,NA,"Include"
"2554",9959,"Nursing Intensity of Patient Care Needs and Rates of Healthcare-associated Infections (NIC-HAI)","AHRQ",9213270,"1R01HS024915-01",1,"R01","HS",24915,1,"",NA,6367832,"LARSON, ELAINE LUCILLE","Not Applicable","Columbia University Health Sciences",NA,2016,452354,NA,NA,"Include"
"2555",9962,"124I-NaI PET: Building block for precision medicine in metastatic thyroid cancer","NCI",9176730,"1R01CA201250-01A1",1,"R01","CA",201250,1,"A1",NA,1865869,"LARSON, STEVEN MARK ","HUMM, JOHN L;TUTTLE, ROBERT MICHAEL","Sloan-Kettering Inst Can Research",NA,2016,698899,NA,NA,"Include"
"2556",9963,"Polyunsaturated fatty acids as anti-arrhythmic agents","NHLBI",9193924,"1R01HL131461-01A1",1,"R01","HL",131461,1,"A1",NA,6869770,"LARSSON, HANS PETER ","DYKXHOORN, DEREK MICHAEL","University Of Miami School Of Medicine",NA,2016,571662,NA,NA,"Include"
"2557",9968,"Mechanistic insights into asthma pathogenesis through the integration of asthma genes; risk exposures; and metabolomics","NHLBI",9498099,"1R01HL141826-01",1,"R01","HL",141826,1,"",NA,9348007,"LASKY-SU, JESSICA A","Not Applicable","Brigham And Women's Hospital",NA,2018,894230,NA,NA,"Include"
"2558",9972,"Hip Chondromics: Comprehensive Cartilage Characterization with MR Fingerprinting","NIAMS",9260425,"1R01AR070297-01A1",1,"R01","AR",70297,1,"A1",NA,10201835,"LATTANZI, RICCARDO  ","CLOOS, MARTIJN A. H.","New York University School Of Medicine",NA,2016,500345,NA,NA,"Include"
"2559",9973,"Epigenetic Reprogramming in Atherosclerosis","NHLBI",9382567,"1R01HL131624-01A1",1,"R01","HL",131624,1,"A1",NA,9043766,"LATZ, EICKE  ","FITZGERALD, MICHAEL LEO","Univ Of Massachusetts Med Sch Worcester",NA,2017,690522,NA,NA,"Include"
"2560",9975,"ST6Gal-1 Sialyltransferase in Inflammation","NIAID",9615226,"1R01AI140736-01",1,"R01","AI",140736,1,"",NA,1887772,"LAU, JOSEPH T.Y.","Not Applicable","Roswell Park Cancer Institute Corp",NA,2018,687502,NA,NA,"Include"
"2561",9981,"T cells in HCV/HIV co-infection","NIDA",9561782,"1R01DA046277-01",1,"R01","DA",46277,1,"",NA,7117365,"LAUER, GEORG MICHAEL","Not Applicable","Massachusetts General Hospital",NA,2018,648499,NA,NA,"Include"
"2562",9988,"Brain Cancer Radio-Pathomics for Predicting Heterogeneous Cytology","NCI",9364359,"1R01CA218144-01",1,"R01","CA",218144,1,"",NA,11436185,"LAVIOLETTE, PETER S","Not Applicable","Medical College Of Wisconsin",NA,2017,348075,NA,NA,"Include"
"2563",9990,"Pathologic LRRK2 signaling in Familial and Idiopathic Parkinson's Disease","NINDS",9683168,"1R01NS110188-01",1,"R01","NS",110188,1,"",NA,1870167,"LAVOIE, MATTHEW J","Not Applicable","Brigham And Women's Hospital",NA,2018,470654,NA,NA,"Include"
"2564",9992,"A multiplexed approach to improve tumoral targeting and chemotherapeutic treatment","NCI",9596777,"1R01CA222802-01A1",1,"R01","CA",222802,1,"A1",NA,9199113,"LAW, BENEDICT SHEK HANG","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2018,412139,NA,NA,"Include"
"2565",10002,"The Role of Dysmyelination in Cognitive Impairment of Psychotic Spectrum Disorders","NIMH",9018777,"1R01MH108962-01",1,"R01","MH",108962,1,"",NA,8258664,"LAZAR, MARIANA ","Not Applicable","New York University School Of Medicine",NA,2016,497394,NA,NA,"Include"
"2566",10004,"Neuroethics of aDBS Systems Targeting Neuropsychiatric and Movement Disorders","NIMH",9419044,"1R01MH114854-01",1,"R01","MH",114854,1,"",NA,9563466,"LAZARO-MUNOZ, GABRIEL  ","GOODMAN, WAYNE K;MCGUIRE, AMY LYNN","Baylor College Of Medicine",NA,2017,502017,NA,NA,"Include"
"2567",10008,"A Novel Role for MAGI1 in regulating non-canonical LATS signaling and atherosclerotic plaque formation","NHLBI",9214137,"1R01HL134740-01",1,"R01","HL",134740,1,"",NA,10319250,"LE, NHAT-TU ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2017,489502,NA,NA,"Include"
"2568",10010,"Müller glia in disease and stress","NEI",9384308,"1R01EY026970-01A1",1,"R01","EY",26970,1,"A1",NA,7038139,"LE, YUN ZHENG","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2017,370000,NA,NA,"Include"
"2569",10012,"Comprehensive genetic dissection of druggable KRAS targets","NCI",9080884,"1R01CA204228-01",1,"R01","CA",204228,1,"",NA,1899930,"LEACH, STEVEN D","Not Applicable","Sloan-Kettering Inst Can Research",NA,2016,392078,NA,NA,"Include"
"2570",10013,"Innate modulation of autoimmune; regulatory; and effector B cells in adipose tissue","NIAID",9470497,"1R01AI132798-01A1",1,"R01","AI",132798,1,"A1",NA,1864877,"LEADBETTER, ELIZABETH ANN","Not Applicable","University Of Texas Hlth Science Center",NA,2018,381250,NA,NA,"Include"
"2571",10018,"Targeting Diabetes With Novel SERCA Allosteric Activators","NIDDK",9444291,"1R01DK111417-01A1",1,"R01","DK",111417,1,"A1",NA,7755974,"LEBECHE, DJAMEL ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,381375,NA,NA,"Include"
"2572",10020,"VITamin D OmegA-3 TriaL (VITAL): Fractures; Vitamin D and Genetic Markers","NIAMS",9448546,"1R01AR070854-01A1",1,"R01","AR",70854,1,"A1",NA,1868220,"LEBOFF, MERYL SUSAN","Not Applicable","Brigham And Women's Hospital",NA,2018,587369,NA,NA,"Include"
"2573",10027,"Obstructive Sleep Apnea and Subclinical Lung Injury in Health and Disease","NHLBI",9463124,"1R01HL137234-01A1",1,"R01","HL",137234,1,"A1",NA,8449262,"LEDERER, DAVID J. ","GOTTLIEB, DANIEL J","Columbia University Health Sciences",NA,2018,841918,NA,NA,"Include"
"2574",10030,"Maternal trauma; circulating microRNA in extracellular vesicles; and programming of childhood respiratory outcomes","NIMHD",9600453,"1R01MD013310-01",1,"R01","MD",13310,1,"",NA,12040864,"LEE, ALISON G","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,845185,NA,NA,"Include"
"2575",10033,"Tropism; pathogenicity; and potential for zoonotic spillover of emergent henipa- and henipa-like viruses","NIAID",9238037,"1R01AI123449-01A1",1,"R01","AI",123449,1,"A1",NA,2267543,"LEE, BENHUR ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2016,492738,NA,NA,"Include"
"2576",10034,"Nitric Oxide and Bone Homeostasis in Patients with Argininosuccinate Lyase Deficiency","NIAMS",9329788,"1R01AR071741-01",1,"R01","AR",71741,1,"",NA,7354258,"LEE, BRENDAN  ","SREENATH NAGAMANI, SANDESH CHAKRAVARTHY","Baylor College Of Medicine",NA,2017,402996,NA,NA,"Include"
"2577",10036,"Seamless Healing of Avascular Meniscus Tears by Stem Cell Recruitment","NIAMS",9397672,"1R01AR071316-01A1",1,"R01","AR",71316,1,"A1",NA,10520352,"LEE, CHANG HUN","Not Applicable","Columbia University Health Sciences",NA,2017,334960,NA,NA,"Include"
"2578",10038,"Cellular signaling in muscle metabolic adaptation and energy metabolism","NIDDK",9403594,"1R01DK113791-01A1",1,"R01","DK",113791,1,"A1",NA,8254689,"LEE, CHIH-HAO ","Not Applicable","Harvard School Of Public Health",NA,2017,429054,NA,NA,"Include"
"2579",10047,"Paneth cells and acute kidney injury","NIDDK",9308046,"1R01DK109544-01A1",1,"R01","DK",109544,1,"A1",NA,6135710,"LEE, H. THOMAS ","Not Applicable","Columbia University Health Sciences",NA,2017,360000,NA,NA,"Include"
"2580",10048,"Clinical platform for high-throughput analyses of extracellular vesicles","NCI",9578983,"1R01CA229777-01",1,"R01","CA",229777,1,"",NA,9797123,"LEE, HAKHO  ","SKOG, JOHAN ","Massachusetts General Hospital",NA,2018,597308,NA,NA,"Include"
"2581",10055,"Genetic foundation for complete mutant allele-specific CRISPR in neurodegenerative diseases","NINDS",9659682,"1R01NS105709-01A1",1,"R01","NS",105709,1,"A1",NA,10513647,"LEE, JONG-MIN ","Not Applicable","Massachusetts General Hospital",NA,2018,525747,NA,NA,"Include"
"2582",10056,"Protective genetic factors of Alzheimer disease in PSEN1 Mutation Carriers in Puerto Rico","NIA",9498874,"1R01AG058918-01",1,"R01","AG",58918,1,"",NA,8337265,"LEE, JOSEPH HYUNGWOO","Not Applicable","Columbia University Health Sciences",NA,2018,820910,NA,NA,"Include"
"2583",10057,"Impact of Jail-Based Methadone on Overdose; Recidivism; HIV and Health Outcomes; and Costs in New York City; 2011-2017","NIDA",9596037,"1R01DA045042-01A1",1,"R01","DA",45042,1,"A1",NA,2084248,"LEE, JOSHUA D ","LIM, SUNGWOO ;MACDONALD, ROSS ","New York University School Of Medicine",NA,2018,666787,NA,NA,"Include"
"2584",10060,"Modulation of neuronal atrophy in Huntington's disease","NINDS",9640858,"1R01NS109537-01",1,"R01","NS",109537,1,"",NA,9073079,"LEE, JUNGHEE ","Not Applicable","Boston University Medical Campus",NA,2018,275625,NA,NA,"Include"
"2585",10063,"The Role of LRG1 in Diabetic Kidney Disease","NIDDK",9575555,"1R01DK117913-01",1,"R01","DK",117913,1,"",NA,10202830,"LEE, KYUNG ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,339000,NA,NA,"Include"
"2586",10065,"Environmental Regulation of Cellular Responses to DNA Damage","NIGMS",9498341,"1R01GM127559-01",1,"R01","GM",127559,1,"",NA,8855082,"LEE, MICHAEL JUNGHO","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2018,351750,NA,NA,"Include"
"2587",10067,"Role of the Histone Modifier KDM2A in Lung Cancer","NCI",9307219,"1R01CA207098-01A1",1,"R01","CA",207098,1,"A1",NA,10386574,"LEE, MIN GYU ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2017,366000,NA,NA,"Include"
"2588",10073,"p53-mediated dead cell clearance in response to DNA damage and tumorigenesis","NCI",9194665,"1R01CA203552-01A1",1,"R01","CA",203552,1,"A1",NA,1901899,"LEE, SAM W","Not Applicable","Massachusetts General Hospital",NA,2016,368043,NA,NA,"Include"
"2589",10075,"TGF-beta family members and their binding proteins in aging skeletal muscle","NIA",9420283,"1R01AG052962-01A1",1,"R01","AG",52962,1,"A1",NA,1889173,"LEE, SE-JIN  ","RANDO, THOMAS A.","University Of Connecticut Sch Of Med/Dnt",NA,2017,500459,NA,NA,"Include"
"2590",10080,"Optimization of micro-coil arrays for precise stimulation of visual cortex","NEI",9497601,"1R01EY029022-01",1,"R01","EY",29022,1,"",NA,11195401,"LEE, SEUNGWOO ","Not Applicable","Massachusetts General Hospital",NA,2018,419716,NA,NA,"Include"
"2591",10081,"Care coordination for complex cancer survivors in an integrated safety-net system","NCI",9077105,"1R01CA203856-01",1,"R01","CA",203856,1,"",NA,9575229,"LEE, SIMON J CRADDOCK ","BALASUBRAMANIAN, BIJAL A.","Ut Southwestern Medical Center",NA,2016,523019,NA,NA,"Include"
"2592",10082,"Induction of Tumor Cell Dormancy by Ribosomal Intergenic Spacer Noncoding RNA","NCI",9002643,"1R01CA200676-01",1,"R01","CA",200676,1,"",NA,11232879,"LEE, STEPHEN ","Not Applicable","University Of Miami School Of Medicine",NA,2016,351131,NA,NA,"Include"
"2593",10091,"Roles of SOXC proteins in osteogenic cells","NIAMS",9174811,"1R01AR068308-01A1",1,"R01","AR",68308,1,"A1",NA,8004729,"LEFEBVRE, VERONIQUE M","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2016,455695,NA,NA,"Include"
"2594",10094,"Using deep brain stimulation of the parietal cortex to investigate the electrophysiology of human episodic memory","NINDS",9576061,"1R01NS107357-01",1,"R01","NS",107357,1,"",NA,10682681,"LEGA, BRADLEY C","Not Applicable","Ut Southwestern Medical Center",NA,2018,359433,NA,NA,"Include"
"2595",10096,"Inositol Supplementation to Treat Reproductive and Metabolic Dysfunction in Polycystic Ovary Syndrome:  A Double Blind RCT (INSUPP-PCOS)","NCCIH",9448325,"1R01AT009484-01A1",1,"R01","AT",9484,1,"A1",NA,1901646,"LEGRO, RICHARD S.","Not Applicable","Pennsylvania State Univ Hershey Med Ctr",NA,2018,539301,NA,NA,"Include"
"2596",10098,"Human hypothalamic neuronal epigenomics and risk for obesity","NIDDK",9596999,"1R01DK114661-01A1",1,"R01","DK",114661,1,"A1",NA,6880727,"LEHMAN, DONNA M","Not Applicable","University Of Texas Hlth Science Center",NA,2018,696267,NA,NA,"Include"
"2597",10107,"Transcriptional events controlling enteroendocrine cell differentiation","NIDDK",9160624,"1R01DK110614-01",1,"R01","DK",110614,1,"",NA,1881221,"LEITER, ANDREW B.","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2016,376875,NA,NA,"Include"
"2598",10110,"Targeting the Inflammasome to Prevent Thoracic Aortic Aneurysms and Dissections","NHLBI",9106983,"1R01HL127111-01A1",1,"R01","HL",127111,1,"A1",NA,8031475,"LEMAIRE, SCOTT A","Not Applicable","Baylor College Of Medicine",NA,2016,396250,NA,NA,"Include"
"2599",10112,"AD Immunotherapy with a Novel CDC-Mutant Anti-Pyroglutamate-3 Abeta Antibody to Avoid Vascular Side Effects","NIA",9499091,"1RF1AG058657-01",1,"RF1","AG",58657,1,"",NA,6803422,"LEMERE, CYNTHIA A","Not Applicable","Brigham And Women's Hospital",NA,2018,2151385,NA,NA,"Include"
"2600",10114,"Targeting Multiple Kinases to Treat Experimental Spinal Cord Injury","NINDS",9401793,"1R01NS100531-01A1",1,"R01","NS",100531,1,"A1",NA,1862586,"LEMMON, VANCE P ","BIXBY, JOHN L","University Of Miami School Of Medicine",NA,2017,474406,NA,NA,"Include"
